id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
11426,20210627,S92000003,d,All ages,d,Male,,13238,13875.5,-4.6
11427,20210704,S08000015,,Under 5,,All,d,197,203.5,-3.2
11428,20210704,S08000015,,5 - 14,,All,d,193,282.5,-31.7
11429,20210704,S08000015,,15 - 44,,All,d,632,799.5,-21
11430,20210704,S08000015,,45 - 64,,All,d,435,510.5,-14.8
11431,20210704,S08000015,,65 - 74,,All,d,201,228.5,-12
11432,20210704,S08000015,,75 - 84,,All,d,213,215.5,-1.2
11433,20210704,S08000015,,85 and over,,All,d,108,91.5,18
11434,20210704,S08000015,,All ages,d,All,d,2004,2367,-15.3
11435,20210704,S08000015,,All ages,d,Female,,1008,1134,-11.1
11436,20210704,S08000015,,All ages,d,Male,,971,1197.5,-18.9
11437,20210704,S08000016,,Under 5,,All,d,30,26,15.4
11438,20210704,S08000016,,5 - 14,,All,d,32,52,-38.5
11439,20210704,S08000016,,15 - 44,,All,d,175,218.5,-19.9
11440,20210704,S08000016,,45 - 64,,All,d,117,163,-28.2
11441,20210704,S08000016,,65 - 74,,All,d,70,81,-13.6
11442,20210704,S08000016,,75 - 84,,All,d,91,80.5,13
11443,20210704,S08000016,,85 and over,,All,d,58,33,75.8
11444,20210704,S08000016,,All ages,d,All,d,588,671,-12.4
11445,20210704,S08000016,,All ages,d,Female,,269,335,-19.7
11446,20210704,S08000016,,All ages,d,Male,,304,319,-4.7
11447,20210704,S08000017,,Under 5,,All,d,65,71,-8.5
11448,20210704,S08000017,,5 - 14,,All,d,77,108.5,-29
11449,20210704,S08000017,,15 - 44,,All,d,274,294.5,-7
11450,20210704,S08000017,,45 - 64,,All,d,183,239,-23.4
11451,20210704,S08000017,,65 - 74,,All,d,116,96,20.8
11452,20210704,S08000017,,75 - 84,,All,d,87,87.5,-0.6
11453,20210704,S08000017,,85 and over,,All,d,52,58,-10.3
11454,20210704,S08000017,,All ages,d,All,d,872,983.5,-11.3
11455,20210704,S08000017,,All ages,d,Female,,385,441.5,-12.8
11456,20210704,S08000017,,All ages,d,Male,,469,513,-8.6
11457,20210704,S08000019,,Under 5,,All,d,97,90.5,7.2
11458,20210704,S08000019,,5 - 14,,All,d,67,133.5,-49.8
11459,20210704,S08000019,,15 - 44,,All,d,430,488,-11.9
11460,20210704,S08000019,,45 - 64,,All,d,240,309,-22.3
11461,20210704,S08000019,,65 - 74,,All,d,112,135,-17
11462,20210704,S08000019,,75 - 84,,All,d,131,130,0.8
11463,20210704,S08000019,,85 and over,,All,d,68,57.5,18.3
11464,20210704,S08000019,,All ages,d,All,d,1154,1375.5,-16.1
11465,20210704,S08000019,,All ages,d,Female,,538,660.5,-18.5
11466,20210704,S08000019,,All ages,d,Male,,607,683,-11.1
11467,20210704,S08000020,,Under 5,,All,d,127,170,-25.3
11468,20210704,S08000020,,5 - 14,,All,d,170,305.5,-44.4
11469,20210704,S08000020,,15 - 44,,All,d,565,745.5,-24.2
11470,20210704,S08000020,,45 - 64,,All,d,411,436,-5.7
11471,20210704,S08000020,,65 - 74,,All,d,189,166.5,13.5
11472,20210704,S08000020,,75 - 84,,All,d,187,163,14.7
11473,20210704,S08000020,,85 and over,,All,d,109,102.5,6.3
11474,20210704,S08000020,,All ages,d,All,d,1798,2153.5,-16.5
11475,20210704,S08000020,,All ages,d,Female,,855,1012.5,-15.6
11476,20210704,S08000020,,All ages,d,Male,,903,1076.5,-16.1
11477,20210704,S08000022,,Under 5,,All,d,77,70,10
11478,20210704,S08000022,,5 - 14,,All,d,102,123.5,-17.4
11479,20210704,S08000022,,15 - 44,,All,d,444,432,2.8
11480,20210704,S08000022,,45 - 64,,All,d,299,284.5,5.1
11481,20210704,S08000022,,65 - 74,,All,d,136,147.5,-7.8
11482,20210704,S08000022,,75 - 84,,All,d,140,111.5,25.6
11483,20210704,S08000022,,85 and over,,All,d,76,46.5,63.4
11484,20210704,S08000022,,All ages,d,All,d,1362,1378.5,-1.2
11485,20210704,S08000022,,All ages,d,Female,,602,562,7.1
11486,20210704,S08000022,,All ages,d,Male,,672,653.5,2.8
11487,20210704,S08000024,,Under 5,,All,d,591,515.5,14.6
11488,20210704,S08000024,,5 - 14,,All,d,472,622,-24.1
11489,20210704,S08000024,,15 - 44,,All,d,1508,1453.5,3.7
11490,20210704,S08000024,,45 - 64,,All,d,814,869.5,-6.4
11491,20210704,S08000024,,65 - 74,,All,d,310,345,-10.1
11492,20210704,S08000024,,75 - 84,,All,d,289,319,-9.4
11493,20210704,S08000024,,85 and over,,All,d,171,191.5,-10.7
11494,20210704,S08000024,,All ages,d,All,d,4244,4534,-6.4
11495,20210704,S08000024,,All ages,d,Female,,2026,2130.5,-4.9
11496,20210704,S08000024,,All ages,d,Male,,2129,2185.5,-2.6
11497,20210704,S08000025,,Under 5,,All,d,10,8,25
11498,20210704,S08000025,,5 - 14,,All,d,9,16.5,-45.5
11499,20210704,S08000025,,15 - 44,,All,d,48,45.5,5.5
11500,20210704,S08000025,,45 - 64,,All,d,23,37.5,-38.7
11501,20210704,S08000025,,65 - 74,,All,d,18,14.5,24.1
11502,20210704,S08000025,,75 - 84,,All,d,23,18,27.8
11503,20210704,S08000025,,85 and over,,All,d,11,4,175
11504,20210704,S08000025,,All ages,d,All,d,146,157,-7
11505,20210704,S08000025,,All ages,d,Female,,58,62,-6.5
11506,20210704,S08000025,,All ages,d,Male,,84,82,2.4
11507,20210704,S08000026,,Under 5,,All,d,8,11,-27.3
11508,20210704,S08000026,,5 - 14,,All,d,10,18,-44.4
11509,20210704,S08000026,,15 - 44,,All,d,55,48.5,13.4
11510,20210704,S08000026,,45 - 64,,All,d,23,32.5,-29.2
11511,20210704,S08000026,,65 - 74,,All,d,8,17.5,-54.3
11512,20210704,S08000026,,75 - 84,,All,d,16,16.5,-3
11513,20210704,S08000026,,85 and over,,All,d,10,5,100
11514,20210704,S08000026,,All ages,d,All,d,137,162,-15.4
11515,20210704,S08000026,,All ages,d,Female,,63,62,1.6
11516,20210704,S08000026,,All ages,d,Male,,67,87,-23
11517,20210704,S08000028,,5 - 14,,All,d,10,14.5,-31
11518,20210704,S08000028,,15 - 44,,All,d,28,37.5,-25.3
11519,20210704,S08000028,,45 - 64,,All,d,31,35.5,-12.7
11520,20210704,S08000028,,65 - 74,,All,d,12,20,-40
11521,20210704,S08000028,,75 - 84,,All,d,9,19,-52.6
11522,20210704,S08000028,,All ages,d,All,d,105,147.5,-28.8
11523,20210704,S08000028,,All ages,d,Female,,36,64.5,-44.2
11524,20210704,S08000028,,All ages,d,Male,,60,77,-22.1
11525,20210704,S08000029,,Under 5,,All,d,98,113.5,-13.7
11526,20210704,S08000029,,5 - 14,,All,d,100,150.5,-33.6
11527,20210704,S08000029,,15 - 44,,All,d,442,446,-0.9
11528,20210704,S08000029,,45 - 64,,All,d,278,311.5,-10.8
11529,20210704,S08000029,,65 - 74,,All,d,113,133.5,-15.4
11530,20210704,S08000029,,75 - 84,,All,d,82,119.5,-31.4
11531,20210704,S08000029,,85 and over,,All,d,59,67.5,-12.6
11532,20210704,S08000029,,All ages,d,All,d,1177,1359,-13.4
11533,20210704,S08000029,,All ages,d,Female,,578,647.5,-10.7
11534,20210704,S08000029,,All ages,d,Male,,594,694.5,-14.5
11535,20210704,S08000030,,Under 5,,All,d,108,99.5,8.5
11536,20210704,S08000030,,5 - 14,,All,d,140,184.5,-24.1
11537,20210704,S08000030,,15 - 44,,All,d,557,593.5,-6.1
11538,20210704,S08000030,,45 - 64,,All,d,288,316,-8.9
11539,20210704,S08000030,,65 - 74,,All,d,151,152.5,-1
11540,20210704,S08000030,,75 - 84,,All,d,106,137,-22.6
11541,20210704,S08000030,,85 and over,,All,d,74,87.5,-15.4
11542,20210704,S08000030,,All ages,d,All,d,1447,1611,-10.2
11543,20210704,S08000030,,All ages,d,Female,,671,732.5,-8.4
11544,20210704,S08000030,,All ages,d,Male,,753,838,-10.1
11545,20210704,S08000031,,Under 5,,All,d,832,758,9.8
11546,20210704,S08000031,,5 - 14,,All,d,629,722.5,-12.9
11547,20210704,S08000031,,15 - 44,,All,d,2434,2591.5,-6.1
11548,20210704,S08000031,,45 - 64,,All,d,1454,1568.5,-7.3
11549,20210704,S08000031,,65 - 74,,All,d,557,626,-11
11550,20210704,S08000031,,75 - 84,,All,d,545,559,-2.5
11551,20210704,S08000031,,85 and over,,All,d,302,302.5,-0.2
11552,20210704,S08000031,,All ages,d,All,d,6802,7287.5,-6.7
11553,20210704,S08000031,,All ages,d,Female,,3282,3441.5,-4.6
11554,20210704,S08000031,,All ages,d,Male,,3471,3686.5,-5.8
11555,20210704,S08000032,,Under 5,,All,d,311,229.5,35.5
11556,20210704,S08000032,,5 - 14,,All,d,269,319.5,-15.8
11557,20210704,S08000032,,15 - 44,,All,d,1469,1448.5,1.4
11558,20210704,S08000032,,45 - 64,,All,d,1103,1035,6.6
11559,20210704,S08000032,,65 - 74,,All,d,444,454,-2.2
11560,20210704,S08000032,,75 - 84,,All,d,413,412.5,0.1
11561,20210704,S08000032,,85 and over,,All,d,205,201.5,1.7
11562,20210704,S08000032,,All ages,d,All,d,4249,4139,2.7
11563,20210704,S08000032,,All ages,d,Female,,2155,1998,7.9
11564,20210704,S08000032,,All ages,d,Male,,2059,2102.5,-2.1
11565,20210704,S92000003,d,Under 5,,All,d,2555,2372,7.7
11566,20210704,S92000003,d,5 - 14,,All,d,2280,3053.5,-25.3
11567,20210704,S92000003,d,15 - 44,,All,d,9061,9642.5,-6
11568,20210704,S92000003,d,45 - 64,,All,d,5699,6148,-7.3
11569,20210704,S92000003,d,65 - 74,,All,d,2437,2617.5,-6.9
11570,20210704,S92000003,d,75 - 84,,All,d,2332,2388.5,-2.4
11571,20210704,S92000003,d,85 and over,,All,d,1305,1257.5,3.8
11572,20210704,S92000003,d,All ages,d,All,d,26085,28326,-7.9
11573,20210704,S92000003,d,All ages,d,Female,,12526,13284,-5.7
11574,20210704,S92000003,d,All ages,d,Male,,13143,14195.5,-7.4
11575,20210711,S08000015,,Under 5,,All,d,143,214,-33.2
11576,20210711,S08000015,,5 - 14,,All,d,190,213.5,-11
11577,20210711,S08000015,,15 - 44,,All,d,618,774.5,-20.2
11578,20210711,S08000015,,45 - 64,,All,d,408,484.5,-15.8
11579,20210711,S08000015,,65 - 74,,All,d,224,229,-2.2
11580,20210711,S08000015,,75 - 84,,All,d,159,173.5,-8.4
11581,20210711,S08000015,,85 and over,,All,d,64,92.5,-30.8
11582,20210711,S08000015,,All ages,d,All,d,1829,2191,-16.5
11583,20210711,S08000015,,All ages,d,Female,,875,1071,-18.3
11584,20210711,S08000015,,All ages,d,Male,,931,1110.5,-16.2
11585,20210711,S08000016,,Under 5,,All,d,42,25,68
11586,20210711,S08000016,,5 - 14,,All,d,34,53,-35.8
11587,20210711,S08000016,,15 - 44,,All,d,167,181,-7.7
11588,20210711,S08000016,,45 - 64,,All,d,136,153,-11.1
11589,20210711,S08000016,,65 - 74,,All,d,66,81,-18.5
11590,20210711,S08000016,,75 - 84,,All,d,73,80,-8.8
11591,20210711,S08000016,,85 and over,,All,d,38,56.5,-32.7
11592,20210711,S08000016,,All ages,d,All,d,570,632.5,-9.9
11593,20210711,S08000016,,All ages,d,Female,,264,317.5,-16.9
11594,20210711,S08000016,,All ages,d,Male,,292,312,-6.4
11595,20210711,S08000017,,Under 5,,All,d,67,61.5,8.9
11596,20210711,S08000017,,5 - 14,,All,d,68,87.5,-22.3
11597,20210711,S08000017,,15 - 44,,All,d,289,321,-10
11598,20210711,S08000017,,45 - 64,,All,d,204,228,-10.5
11599,20210711,S08000017,,65 - 74,,All,d,113,116,-2.6
11600,20210711,S08000017,,75 - 84,,All,d,66,96,-31.2
11601,20210711,S08000017,,85 and over,,All,d,55,58,-5.2
11602,20210711,S08000017,,All ages,d,All,d,883,969,-8.9
11603,20210711,S08000017,,All ages,d,Female,,403,469.5,-14.2
11604,20210711,S08000017,,All ages,d,Male,,459,498.5,-7.9
11605,20210711,S08000019,,Under 5,,All,d,82,86,-4.7
11606,20210711,S08000019,,5 - 14,,All,d,66,89,-25.8
11607,20210711,S08000019,,15 - 44,,All,d,419,485,-13.6
11608,20210711,S08000019,,45 - 64,,All,d,305,317.5,-3.9
11609,20210711,S08000019,,65 - 74,,All,d,128,132,-3
11610,20210711,S08000019,,75 - 84,,All,d,134,113,18.6
11611,20210711,S08000019,,85 and over,,All,d,61,66,-7.6
11612,20210711,S08000019,,All ages,d,All,d,1200,1293.5,-7.2
11613,20210711,S08000019,,All ages,d,Female,,590,598,-1.3
11614,20210711,S08000019,,All ages,d,Male,,605,690.5,-12.4
11615,20210711,S08000020,,Under 5,,All,d,150,157,-4.5
11616,20210711,S08000020,,5 - 14,,All,d,140,252.5,-44.6
11617,20210711,S08000020,,15 - 44,,All,d,536,780.5,-31.3
11618,20210711,S08000020,,45 - 64,,All,d,346,444,-22.1
11619,20210711,S08000020,,65 - 74,,All,d,141,189,-25.4
11620,20210711,S08000020,,75 - 84,,All,d,168,150.5,11.6
11621,20210711,S08000020,,85 and over,,All,d,100,88.5,13
11622,20210711,S08000020,,All ages,d,All,d,1626,2126.5,-23.5
11623,20210711,S08000020,,All ages,d,Female,,769,971.5,-20.8
11624,20210711,S08000020,,All ages,d,Male,,812,1090.5,-25.5
11625,20210711,S08000022,,Under 5,,All,d,73,71,2.8
11626,20210711,S08000022,,5 - 14,,All,d,82,102.5,-20
11627,20210711,S08000022,,15 - 44,,All,d,408,452.5,-9.8
11628,20210711,S08000022,,45 - 64,,All,d,286,279.5,2.3
11629,20210711,S08000022,,65 - 74,,All,d,108,139,-22.3
11630,20210711,S08000022,,75 - 84,,All,d,123,98,25.5
11631,20210711,S08000022,,85 and over,,All,d,61,53,15.1
11632,20210711,S08000022,,All ages,d,All,d,1253,1353.5,-7.4
11633,20210711,S08000022,,All ages,d,Female,,526,565,-6.9
11634,20210711,S08000022,,All ages,d,Male,,615,630.5,-2.5
11635,20210711,S08000024,,Under 5,,All,d,572,489.5,16.9
11636,20210711,S08000024,,5 - 14,,All,d,434,433,0.2
11637,20210711,S08000024,,15 - 44,,All,d,1522,1452,4.8
11638,20210711,S08000024,,45 - 64,,All,d,829,850.5,-2.5
11639,20210711,S08000024,,65 - 74,,All,d,356,339,5
11640,20210711,S08000024,,75 - 84,,All,d,321,294.5,9
11641,20210711,S08000024,,85 and over,,All,d,189,173.5,8.9
11642,20210711,S08000024,,All ages,d,All,d,4319,4248,1.7
11643,20210711,S08000024,,All ages,d,Female,,2113,1940.5,8.9
11644,20210711,S08000024,,All ages,d,Male,,2110,2091.5,0.9
11645,20210711,S08000025,,5 - 14,,All,d,8,16,-50
11646,20210711,S08000025,,15 - 44,,All,d,38,36.5,4.1
11647,20210711,S08000025,,45 - 64,,All,d,32,36.5,-12.3
11648,20210711,S08000025,,65 - 74,,All,d,13,14,-7.1
11649,20210711,S08000025,,75 - 84,,All,d,11,13.5,-18.5
11650,20210711,S08000025,,85 and over,,All,d,7,6.5,7.7
11651,20210711,S08000025,,All ages,d,All,d,121,143.5,-15.7
11652,20210711,S08000025,,All ages,d,Female,,53,63.5,-16.5
11653,20210711,S08000025,,All ages,d,Male,,59,68,-13.2
11654,20210711,S08000026,,Under 5,,All,d,5,10,-50
11655,20210711,S08000026,,5 - 14,,All,d,13,9.5,36.8
11656,20210711,S08000026,,15 - 44,,All,d,40,44.5,-10.1
11657,20210711,S08000026,,45 - 64,,All,d,22,30,-26.7
11658,20210711,S08000026,,65 - 74,,All,d,13,19,-31.6
11659,20210711,S08000026,,75 - 84,,All,d,12,19.5,-38.5
11660,20210711,S08000026,,85 and over,,All,d,7,8.5,-17.6
11661,20210711,S08000026,,All ages,d,All,d,117,151,-22.5
11662,20210711,S08000026,,All ages,d,Female,,51,67,-23.9
11663,20210711,S08000026,,All ages,d,Male,,61,74,-17.6
11664,20210711,S08000028,,Under 5,,All,d,7,9,-22.2
11665,20210711,S08000028,,5 - 14,,All,d,5,11,-54.5
11666,20210711,S08000028,,15 - 44,,All,d,45,45.5,-1.1
11667,20210711,S08000028,,45 - 64,,All,d,27,38,-28.9
11668,20210711,S08000028,,75 - 84,,All,d,5,15,-66.7
11669,20210711,S08000028,,85 and over,,All,d,5,11,-54.5
11670,20210711,S08000028,,All ages,d,All,d,107,155.5,-31.2
11671,20210711,S08000028,,All ages,d,Female,,40,73,-45.2
11672,20210711,S08000028,,All ages,d,Male,,58,70.5,-17.7
11673,20210711,S08000029,,Under 5,,All,d,78,94.5,-17.5
11674,20210711,S08000029,,5 - 14,,All,d,89,90.5,-1.7
11675,20210711,S08000029,,15 - 44,,All,d,447,502.5,-11
11676,20210711,S08000029,,45 - 64,,All,d,289,306,-5.6
11677,20210711,S08000029,,65 - 74,,All,d,111,135,-17.8
11678,20210711,S08000029,,75 - 84,,All,d,113,112.5,0.4
11679,20210711,S08000029,,85 and over,,All,d,71,66.5,6.8
11680,20210711,S08000029,,All ages,d,All,d,1211,1318,-8.1
11681,20210711,S08000029,,All ages,d,Female,,611,651.5,-6.2
11682,20210711,S08000029,,All ages,d,Male,,587,656,-10.5
11683,20210711,S08000030,,Under 5,,All,d,92,97.5,-5.6
11684,20210711,S08000030,,5 - 14,,All,d,127,136.5,-7
11685,20210711,S08000030,,15 - 44,,All,d,526,590.5,-10.9
11686,20210711,S08000030,,45 - 64,,All,d,309,329.5,-6.2
11687,20210711,S08000030,,65 - 74,,All,d,143,152.5,-6.2
11688,20210711,S08000030,,75 - 84,,All,d,110,138.5,-20.6
11689,20210711,S08000030,,85 and over,,All,d,66,81,-18.5
11690,20210711,S08000030,,All ages,d,All,d,1394,1526,-8.7
11691,20210711,S08000030,,All ages,d,Female,,670,729,-8.1
11692,20210711,S08000030,,All ages,d,Male,,703,797,-11.8
11693,20210711,S08000031,,Under 5,,All,d,733,733.5,-0.1
11694,20210711,S08000031,,5 - 14,,All,d,549,592,-7.3
11695,20210711,S08000031,,15 - 44,,All,d,2511,2670,-6
11696,20210711,S08000031,,45 - 64,,All,d,1418,1625.5,-12.8
11697,20210711,S08000031,,65 - 74,,All,d,579,627.5,-7.7
11698,20210711,S08000031,,75 - 84,,All,d,536,556.5,-3.7
11699,20210711,S08000031,,85 and over,,All,d,277,306,-9.5
11700,20210711,S08000031,,All ages,d,All,d,6670,7126.5,-6.4
11701,20210711,S08000031,,All ages,d,Female,,3259,3515.5,-7.3
11702,20210711,S08000031,,All ages,d,Male,,3344,3595.5,-7
11703,20210711,S08000032,,Under 5,,All,d,261,209.5,24.6
11704,20210711,S08000032,,5 - 14,,All,d,256,285,-10.2
11705,20210711,S08000032,,15 - 44,,All,d,1496,1415.5,5.7
11706,20210711,S08000032,,45 - 64,,All,d,1017,1057,-3.8
11707,20210711,S08000032,,65 - 74,,All,d,434,453.5,-4.3
11708,20210711,S08000032,,75 - 84,,All,d,416,415,0.2
11709,20210711,S08000032,,85 and over,,All,d,190,218,-12.8
11710,20210711,S08000032,,All ages,d,All,d,4120,4094,0.6
11711,20210711,S08000032,,All ages,d,Female,,2081,1987.5,4.7
11712,20210711,S08000032,,All ages,d,Male,,1989,2066,-3.7
11713,20210711,S92000003,d,Under 5,,All,d,2308,2266.5,1.8
11714,20210711,S92000003,d,5 - 14,,All,d,2061,2371.5,-13.1
11715,20210711,S92000003,d,15 - 44,,All,d,9062,9751.5,-7.1
11716,20210711,S92000003,d,45 - 64,,All,d,5628,6179.5,-8.9
11717,20210711,S92000003,d,65 - 74,,All,d,2433,2640.5,-7.9
11718,20210711,S92000003,d,75 - 84,,All,d,2247,2276,-1.3
11719,20210711,S92000003,d,85 and over,,All,d,1191,1285.5,-7.4
11720,20210711,S92000003,d,All ages,d,All,d,25420,27328.5,-7
11721,20210711,S92000003,d,All ages,d,Female,,12305,13020,-5.5
11722,20210711,S92000003,d,All ages,d,Male,,12625,13751,-8.2
11723,20210718,S08000015,,Under 5,,All,d,145,198,-26.8
11724,20210718,S08000015,,5 - 14,,All,d,196,190,3.2
11725,20210718,S08000015,,15 - 44,,All,d,677,764,-11.4
11726,20210718,S08000015,,45 - 64,,All,d,435,496,-12.3
11727,20210718,S08000015,,65 - 74,,All,d,203,229,-11.4
11728,20210718,S08000015,,75 - 84,,All,d,183,187,-2.1
11729,20210718,S08000015,,85 and over,,All,d,82,98.5,-16.8
11730,20210718,S08000015,,All ages,d,All,d,1946,2169,-10.3
11731,20210718,S08000015,,All ages,d,Female,,928,1083,-14.3
11732,20210718,S08000015,,All ages,d,Male,,993,1079.5,-8
11733,20210718,S08000016,,Under 5,,All,d,30,22.5,33.3
11734,20210718,S08000016,,5 - 14,,All,d,32,36,-11.1
11735,20210718,S08000016,,15 - 44,,All,d,189,206.5,-8.5
11736,20210718,S08000016,,45 - 64,,All,d,122,148.5,-17.8
11737,20210718,S08000016,,65 - 74,,All,d,75,88,-14.8
11738,20210718,S08000016,,75 - 84,,All,d,66,82,-19.5
11739,20210718,S08000016,,85 and over,,All,d,43,45,-4.4
11740,20210718,S08000016,,All ages,d,All,d,595,639,-6.9
11741,20210718,S08000016,,All ages,d,Female,,268,296,-9.5
11742,20210718,S08000016,,All ages,d,Male,,289,332.5,-13.1
11743,20210718,S08000017,,Under 5,,All,d,48,65.5,-26.7
11744,20210718,S08000017,,5 - 14,,All,d,69,90,-23.3
11745,20210718,S08000017,,15 - 44,,All,d,323,329,-1.8
11746,20210718,S08000017,,45 - 64,,All,d,197,214,-7.9
11747,20210718,S08000017,,65 - 74,,All,d,103,109.5,-5.9
11748,20210718,S08000017,,75 - 84,,All,d,96,99,-3
11749,20210718,S08000017,,85 and over,,All,d,47,52,-9.6
11750,20210718,S08000017,,All ages,d,All,d,908,960,-5.4
11753,20210718,S08000019,,Under 5,,All,d,75,78.5,-4.5
11754,20210718,S08000019,,5 - 14,,All,d,98,110,-10.9
11755,20210718,S08000019,,15 - 44,,All,d,458,474.5,-3.5
11756,20210718,S08000019,,45 - 64,,All,d,274,312,-12.2
11757,20210718,S08000019,,65 - 74,,All,d,130,137.5,-5.5
11758,20210718,S08000019,,75 - 84,,All,d,112,121,-7.4
11759,20210718,S08000019,,85 and over,,All,d,61,61,0
11760,20210718,S08000019,,All ages,d,All,d,1211,1300.5,-6.9
11761,20210718,S08000019,,All ages,d,Female,,581,613,-5.2
11762,20210718,S08000019,,All ages,d,Male,,627,681.5,-8
11763,20210718,S08000020,,Under 5,,All,d,185,161.5,14.6
11764,20210718,S08000020,,5 - 14,,All,d,197,182,8.2
11765,20210718,S08000020,,15 - 44,,All,d,650,779,-16.6
11766,20210718,S08000020,,45 - 64,,All,d,396,427,-7.3
11767,20210718,S08000020,,65 - 74,,All,d,176,177.5,-0.8
11768,20210718,S08000020,,75 - 84,,All,d,153,160,-4.4
11769,20210718,S08000020,,85 and over,,All,d,89,93,-4.3
11770,20210718,S08000020,,All ages,d,All,d,1875,2047.5,-8.4
11771,20210718,S08000020,,All ages,d,Female,,866,968.5,-10.6
11772,20210718,S08000020,,All ages,d,Male,,980,1011.5,-3.1
11773,20210718,S08000022,,Under 5,,All,d,69,63,9.5
11774,20210718,S08000022,,5 - 14,,All,d,105,97,8.2
11775,20210718,S08000022,,15 - 44,,All,d,463,408,13.5
11776,20210718,S08000022,,45 - 64,,All,d,291,255.5,13.9
11777,20210718,S08000022,,65 - 74,,All,d,123,122,0.8
11778,20210718,S08000022,,75 - 84,,All,d,121,104,16.3
11779,20210718,S08000022,,85 and over,,All,d,63,48,31.2
11780,20210718,S08000022,,All ages,d,All,d,1361,1267,7.4
11781,20210718,S08000022,,All ages,d,Female,,591,537.5,10
11782,20210718,S08000022,,All ages,d,Male,,644,560,15
11783,20210718,S08000024,,Under 5,,All,d,521,494,5.5
11784,20210718,S08000024,,5 - 14,,All,d,477,402.5,18.5
11785,20210718,S08000024,,15 - 44,,All,d,1542,1454,6.1
11786,20210718,S08000024,,45 - 64,,All,d,885,772,14.6
11787,20210718,S08000024,,65 - 74,,All,d,370,347,6.6
11788,20210718,S08000024,,75 - 84,,All,d,294,302,-2.6
11789,20210718,S08000024,,85 and over,,All,d,212,167,26.9
11790,20210718,S08000024,,All ages,d,All,d,4423,4170,6.1
11791,20210718,S08000024,,All ages,d,Female,,2088,1972,5.9
11792,20210718,S08000024,,All ages,d,Male,,2213,1966.5,12.5
11793,20210718,S08000025,,5 - 14,,All,d,7,9,-22.2
11794,20210718,S08000025,,15 - 44,,All,d,36,27.5,30.9
11795,20210718,S08000025,,45 - 64,,All,d,29,29.5,-1.7
11796,20210718,S08000025,,65 - 74,,All,d,12,11,9.1
11797,20210718,S08000025,,75 - 84,,All,d,17,15.5,9.7
11798,20210718,S08000025,,85 and over,,All,d,17,4,325
11799,20210718,S08000025,,All ages,d,All,d,129,116,11.2
11800,20210718,S08000025,,All ages,d,Female,,67,47,42.6
11801,20210718,S08000025,,All ages,d,Male,,53,56,-5.4
11802,20210718,S08000026,,Under 5,,All,d,7,10,-30
11803,20210718,S08000026,,5 - 14,,All,d,16,10.5,52.4
11804,20210718,S08000026,,15 - 44,,All,d,40,46,-13
11805,20210718,S08000026,,45 - 64,,All,d,30,30,0
11806,20210718,S08000026,,65 - 74,,All,d,14,17,-17.6
11807,20210718,S08000026,,75 - 84,,All,d,17,14.5,17.2
11808,20210718,S08000026,,85 and over,,All,d,7,8,-12.5
11809,20210718,S08000026,,All ages,d,All,d,135,150.5,-10.3
11810,20210718,S08000026,,All ages,d,Female,,68,56.5,20.4
11811,20210718,S08000026,,All ages,d,Male,,63,79.5,-20.8
11812,20210718,S08000028,,Under 5,,All,d,5,7,-28.6
11813,20210718,S08000028,,5 - 14,,All,d,5,11.5,-56.5
11814,20210718,S08000028,,15 - 44,,All,d,29,38,-23.7
11815,20210718,S08000028,,45 - 64,,All,d,18,37,-51.4
11816,20210718,S08000028,,65 - 74,,All,d,11,19,-42.1
11817,20210718,S08000028,,75 - 84,,All,d,5,18,-72.2
11818,20210718,S08000028,,85 and over,,All,d,7,7,0
11819,20210718,S08000028,,All ages,d,All,d,89,148,-39.9
11820,20210718,S08000028,,All ages,d,Female,,35,65,-46.2
11821,20210718,S08000028,,All ages,d,Male,,45,72.5,-37.9
11822,20210718,S08000029,,Under 5,,All,d,80,87,-8
11823,20210718,S08000029,,5 - 14,,All,d,104,98.5,5.6
11824,20210718,S08000029,,15 - 44,,All,d,441,510,-13.5
11825,20210718,S08000029,,45 - 64,,All,d,296,318,-6.9
11826,20210718,S08000029,,65 - 74,,All,d,121,119.5,1.3
11827,20210718,S08000029,,75 - 84,,All,d,108,112,-3.6
11828,20210718,S08000029,,85 and over,,All,d,65,70,-7.1
11829,20210718,S08000029,,All ages,d,All,d,1227,1330,-7.7
11830,20210718,S08000029,,All ages,d,Female,,598,649.5,-7.9
11831,20210718,S08000029,,All ages,d,Male,,617,665.5,-7.3
11832,20210718,S08000030,,Under 5,,All,d,110,104,5.8
11833,20210718,S08000030,,5 - 14,,All,d,156,134,16.4
11834,20210718,S08000030,,15 - 44,,All,d,631,593,6.4
11835,20210718,S08000030,,45 - 64,,All,d,337,342,-1.5
11836,20210718,S08000030,,65 - 74,,All,d,161,137,17.5
11837,20210718,S08000030,,75 - 84,,All,d,116,116,0
11838,20210718,S08000030,,85 and over,,All,d,64,66.5,-3.8
11839,20210718,S08000030,,All ages,d,All,d,1593,1492.5,6.7
11840,20210718,S08000030,,All ages,d,Female,,732,728.5,0.5
11841,20210718,S08000030,,All ages,d,Male,,843,764,10.3
11842,20210718,S08000031,,Under 5,,All,d,722,726.5,-0.6
11843,20210718,S08000031,,5 - 14,,All,d,618,548,12.8
11844,20210718,S08000031,,15 - 44,,All,d,2411,2624.5,-8.1
