"id","week_ending","hscp","age_group","age_group_qf","sex","sex_qf","sas_incidents","average20182019","percent_variation"
2692,20200308,"S37000012","65 - 74","","All","d",104,103.5,0.5
2693,20200308,"S37000012","75 - 84","","All","d",121,133.5,-9.4
2694,20200308,"S37000012","85 and over","","All","d",136,119.5,13.8
2695,20200308,"S37000012","All ages","d","All","d",833,824.5,1
2696,20200308,"S37000012","All ages","d","Female","",423,444,-4.7
2697,20200308,"S37000012","All ages","d","Male","",410,380.5,7.8
2698,20200308,"S37000013","Under 5","","All","d",10,9.5,5.3
2699,20200308,"S37000013","5 - 14","","All","d",7,3.5,100
2700,20200308,"S37000013","15 - 44","","All","d",73,77,-5.2
2701,20200308,"S37000013","45 - 64","","All","d",78,90,-13.3
2702,20200308,"S37000013","65 - 74","","All","d",39,53,-26.4
2703,20200308,"S37000013","75 - 84","","All","d",65,64,1.6
2704,20200308,"S37000013","85 and over","","All","d",46,45,2.2
2705,20200308,"S37000013","All ages","d","All","d",318,342,-7
2706,20200308,"S37000013","All ages","d","Female","",154,168.5,-8.6
2707,20200308,"S37000013","All ages","d","Male","",164,173.5,-5.5
2708,20200308,"S37000016","Under 5","","All","d",24,22,9.1
2709,20200308,"S37000016","5 - 14","","All","d",13,15,-13.3
2710,20200308,"S37000016","15 - 44","","All","d",90,95.5,-5.8
2711,20200308,"S37000016","45 - 64","","All","d",96,106,-9.4
2712,20200308,"S37000016","65 - 74","","All","d",95,81.5,16.6
2713,20200308,"S37000016","75 - 84","","All","d",109,118.5,-8
2714,20200308,"S37000016","85 and over","","All","d",91,77,18.2
2715,20200308,"S37000016","All ages","d","All","d",518,515.5,0.5
2716,20200308,"S37000016","All ages","d","Female","",281,252,11.5
2717,20200308,"S37000016","All ages","d","Male","",237,263.5,-10.1
2718,20200308,"S37000017","15 - 44","","All","d",36,35.5,1.4
2719,20200308,"S37000017","45 - 64","","All","d",49,37.5,30.7
2720,20200308,"S37000017","65 - 74","","All","d",32,36,-11.1
2721,20200308,"S37000017","75 - 84","","All","d",39,41,-4.9
2722,20200308,"S37000017","85 and over","","All","d",24,33.5,-28.4
2723,20200308,"S37000017","All ages","d","All","d",184,189,-2.6
2724,20200308,"S37000017","All ages","d","Female","",99,92,7.6
2725,20200308,"S37000017","All ages","d","Male","",85,97,-12.4
2726,20200308,"S37000018","Under 5","","All","d",9,7.5,20
2727,20200308,"S37000018","15 - 44","","All","d",26,43.5,-40.2
2728,20200308,"S37000018","45 - 64","","All","d",35,37,-5.4
2729,20200308,"S37000018","65 - 74","","All","d",31,28.5,8.8
2730,20200308,"S37000018","75 - 84","","All","d",37,26.5,39.6
2731,20200308,"S37000018","85 and over","","All","d",19,14,35.7
2732,20200308,"S37000018","All ages","d","All","d",160,163.5,-2.1
2733,20200308,"S37000018","All ages","d","Female","",82,75,9.3
2734,20200308,"S37000018","All ages","d","Male","",78,88.5,-11.9
2735,20200308,"S37000019","Under 5","","All","d",5,10.5,-52.4
2736,20200308,"S37000019","15 - 44","","All","d",27,31,-12.9
2737,20200308,"S37000019","45 - 64","","All","d",34,34,0
2738,20200308,"S37000019","65 - 74","","All","d",33,29,13.8
2739,20200308,"S37000019","75 - 84","","All","d",42,36,16.7
2740,20200308,"S37000019","85 and over","","All","d",32,30.5,4.9
2741,20200308,"S37000019","All ages","d","All","d",177,176.5,0.3
2742,20200308,"S37000019","All ages","d","Female","",89,88.5,0.6
2743,20200308,"S37000019","All ages","d","Male","",88,88,0
2744,20200308,"S37000020","Under 5","","All","d",15,13,15.4
2745,20200308,"S37000020","5 - 14","","All","d",9,11.5,-21.7
2746,20200308,"S37000020","15 - 44","","All","d",81,77.5,4.5
2747,20200308,"S37000020","45 - 64","","All","d",66,89,-25.8
2748,20200308,"S37000020","65 - 74","","All","d",52,64,-18.8
2749,20200308,"S37000020","75 - 84","","All","d",77,79.5,-3.1
2750,20200308,"S37000020","85 and over","","All","d",53,49,8.2
2751,20200308,"S37000020","All ages","d","All","d",353,383.5,-8
2752,20200308,"S37000020","All ages","d","Female","",175,195.5,-10.5
2753,20200308,"S37000020","All ages","d","Male","",178,188,-5.3
2754,20200308,"S37000022","15 - 44","","All","d",7,6,16.7
2755,20200308,"S37000022","45 - 64","","All","d",14,10.5,33.3
2756,20200308,"S37000022","65 - 74","","All","d",13,11.5,13
2757,20200308,"S37000022","75 - 84","","All","d",5,12,-58.3
2758,20200308,"S37000022","85 and over","","All","d",11,4.5,144.4
2759,20200308,"S37000022","All ages","d","All","d",53,47,12.8
2760,20200308,"S37000022","All ages","d","Female","",19,25,-24
2761,20200308,"S37000022","All ages","d","Male","",34,22,54.5
2762,20200308,"S37000024","Under 5","","All","d",6,7,-14.3
2763,20200308,"S37000024","5 - 14","","All","d",6,7,-14.3
2764,20200308,"S37000024","15 - 44","","All","d",66,78,-15.4
2765,20200308,"S37000024","45 - 64","","All","d",78,80,-2.5
2766,20200308,"S37000024","65 - 74","","All","d",54,48.5,11.3
2767,20200308,"S37000024","75 - 84","","All","d",71,83.5,-15
2768,20200308,"S37000024","85 and over","","All","d",61,47.5,28.4
2769,20200308,"S37000024","All ages","d","All","d",342,351.5,-2.7
2770,20200308,"S37000024","All ages","d","Female","",190,192,-1
2771,20200308,"S37000024","All ages","d","Male","",152,159.5,-4.7
2772,20200308,"S37000025","Under 5","","All","d",8,7,14.3
2773,20200308,"S37000025","15 - 44","","All","d",53,46,15.2
2774,20200308,"S37000025","45 - 64","","All","d",47,53,-11.3
2775,20200308,"S37000025","65 - 74","","All","d",42,54,-22.2
2776,20200308,"S37000025","75 - 84","","All","d",60,59.5,0.8
2777,20200308,"S37000025","85 and over","","All","d",56,46,21.7
2778,20200308,"S37000025","All ages","d","All","d",270,271.5,-0.6
2779,20200308,"S37000025","All ages","d","Female","",142,137.5,3.3
2780,20200308,"S37000025","All ages","d","Male","",128,134,-4.5
2781,20200308,"S37000026","15 - 44","","All","d",7,9,-22.2
2782,20200308,"S37000026","45 - 64","","All","d",5,11,-54.5
2783,20200308,"S37000026","65 - 74","","All","d",10,8,25
2784,20200308,"S37000026","75 - 84","","All","d",10,8.5,17.6
2785,20200308,"S37000026","85 and over","","All","d",6,6,0
2786,20200308,"S37000026","All ages","d","All","d",38,43,-11.6
2787,20200308,"S37000026","All ages","d","Female","",17,18.5,-8.1
2788,20200308,"S37000026","All ages","d","Male","",21,24.5,-14.3
2789,20200308,"S37000027","Under 5","","All","d",6,9.5,-36.8
2790,20200308,"S37000027","5 - 14","","All","d",5,4,25
2791,20200308,"S37000027","15 - 44","","All","d",60,54,11.1
2792,20200308,"S37000027","45 - 64","","All","d",67,62.5,7.2
2793,20200308,"S37000027","65 - 74","","All","d",40,47,-14.9
2794,20200308,"S37000027","75 - 84","","All","d",71,62.5,13.6
2795,20200308,"S37000027","85 and over","","All","d",60,51,17.6
2796,20200308,"S37000027","All ages","d","All","d",309,290.5,6.4
2797,20200308,"S37000027","All ages","d","Female","",175,156.5,11.8
2798,20200308,"S37000027","All ages","d","Male","",134,134,0
2799,20200308,"S37000028","Under 5","","All","d",29,23.5,23.4
2800,20200308,"S37000028","5 - 14","","All","d",21,16,31.2
2801,20200308,"S37000028","15 - 44","","All","d",132,136.5,-3.3
2802,20200308,"S37000028","45 - 64","","All","d",151,161.5,-6.5
2803,20200308,"S37000028","65 - 74","","All","d",91,112.5,-19.1
2804,20200308,"S37000028","75 - 84","","All","d",140,139,0.7
2805,20200308,"S37000028","85 and over","","All","d",103,99.5,3.5
2806,20200308,"S37000028","All ages","d","All","d",667,688.5,-3.1
2807,20200308,"S37000028","All ages","d","Female","",357,357.5,-0.1
2808,20200308,"S37000028","All ages","d","Male","",310,331,-6.3
2809,20200308,"S37000029","Under 5","","All","d",9,5.5,63.6
2810,20200308,"S37000029","15 - 44","","All","d",42,55.5,-24.3
2811,20200308,"S37000029","45 - 64","","All","d",46,49.5,-7.1
2812,20200308,"S37000029","65 - 74","","All","d",42,35,20
2813,20200308,"S37000029","75 - 84","","All","d",36,42,-14.3
2814,20200308,"S37000029","85 and over","","All","d",30,35,-14.3
2815,20200308,"S37000029","All ages","d","All","d",206,228,-9.6
2816,20200308,"S37000029","All ages","d","Female","",109,123,-11.4
2817,20200308,"S37000029","All ages","d","Male","",97,105,-7.6
2818,20200308,"S37000030","Under 5","","All","d",8,18.5,-56.8
2819,20200308,"S37000030","5 - 14","","All","d",9,11,-18.2
2820,20200308,"S37000030","15 - 44","","All","d",78,92.5,-15.7
2821,20200308,"S37000030","45 - 64","","All","d",60,84,-28.6
2822,20200308,"S37000030","65 - 74","","All","d",42,57,-26.3
2823,20200308,"S37000030","75 - 84","","All","d",49,60.5,-19
2824,20200308,"S37000030","85 and over","","All","d",33,34.5,-4.3
2825,20200308,"S37000030","All ages","d","All","d",279,358,-22.1
2826,20200308,"S37000030","All ages","d","Female","",149,179,-16.8
2827,20200308,"S37000030","All ages","d","Male","",130,179,-27.4
2828,20200308,"S37000031","Under 5","","All","d",6,2.5,140
2829,20200308,"S37000031","45 - 64","","All","d",7,23,-69.6
2830,20200308,"S37000031","65 - 74","","All","d",14,15,-6.7
2831,20200308,"S37000031","75 - 84","","All","d",16,17,-5.9
2832,20200308,"S37000031","85 and over","","All","d",17,18,-5.6
2833,20200308,"S37000031","All ages","d","All","d",63,86.5,-27.2
2834,20200308,"S37000031","All ages","d","Female","",35,39.5,-11.4
2835,20200308,"S37000031","All ages","d","Male","",28,47,-40.4
2836,20200308,"S37000032","Under 5","","All","d",22,20.5,7.3
2837,20200308,"S37000032","5 - 14","","All","d",16,14,14.3
2838,20200308,"S37000032","15 - 44","","All","d",182,192,-5.2
2839,20200308,"S37000032","45 - 64","","All","d",153,193,-20.7
2840,20200308,"S37000032","65 - 74","","All","d",123,133,-7.5
2841,20200308,"S37000032","75 - 84","","All","d",137,174.5,-21.5
2842,20200308,"S37000032","85 and over","","All","d",104,135,-23
2843,20200308,"S37000032","All ages","d","All","d",737,862,-14.5
2844,20200308,"S37000032","All ages","d","Female","",403,455.5,-11.5
2845,20200308,"S37000032","All ages","d","Male","",334,406.5,-17.8
2846,20200308,"S37000033","Under 5","","All","d",11,10,10
2847,20200308,"S37000033","5 - 14","","All","d",5,3.5,42.9
2848,20200308,"S37000033","15 - 44","","All","d",70,52,34.6
2849,20200308,"S37000033","45 - 64","","All","d",49,50.5,-3
2850,20200308,"S37000033","65 - 74","","All","d",51,46.5,9.7
2851,20200308,"S37000033","75 - 84","","All","d",79,64,23.4
2852,20200308,"S37000033","85 and over","","All","d",53,46.5,14
2853,20200308,"S37000033","All ages","d","All","d",318,273,16.5
2854,20200308,"S37000033","All ages","d","Female","",162,147,10.2
2855,20200308,"S37000033","All ages","d","Male","",156,126,23.8
2856,20200308,"S37000034","Under 5","","All","d",40,37,8.1
2857,20200308,"S37000034","5 - 14","","All","d",28,26,7.7
2858,20200308,"S37000034","15 - 44","","All","d",323,352.5,-8.4
2859,20200308,"S37000034","45 - 64","","All","d",346,339,2.1
2860,20200308,"S37000034","65 - 74","","All","d",177,193,-8.3
2861,20200308,"S37000034","75 - 84","","All","d",202,223.5,-9.6
2862,20200308,"S37000034","85 and over","","All","d",139,145,-4.1
2863,20200308,"S37000034","All ages","d","All","d",1255,1316,-4.6
2864,20200308,"S37000034","All ages","d","Female","",609,657,-7.3
2865,20200308,"S37000034","All ages","d","Male","",646,659,-2
2866,20200308,"S37000035","Under 5","","All","d",27,34.5,-21.7
2867,20200308,"S37000035","5 - 14","","All","d",16,16.5,-3
2868,20200308,"S37000035","15 - 44","","All","d",169,176.5,-4.2
2869,20200308,"S37000035","45 - 64","","All","d",187,201.5,-7.2
2870,20200308,"S37000035","65 - 74","","All","d",124,126,-1.6
2871,20200308,"S37000035","75 - 84","","All","d",143,140.5,1.8
2872,20200308,"S37000035","85 and over","","All","d",77,80,-3.8
2873,20200308,"S37000035","All ages","d","All","d",743,775.5,-4.2
2874,20200308,"S37000035","All ages","d","Female","",389,394,-1.3
2875,20200308,"S37000035","All ages","d","Male","",354,381.5,-7.2
2876,20200315,"S37000001","Under 5","","All","d",22,16.5,33.3
2877,20200315,"S37000001","5 - 14","","All","d",6,7.5,-20
2878,20200315,"S37000001","15 - 44","","All","d",103,105,-1.9
2879,20200315,"S37000001","45 - 64","","All","d",99,96,3.1
2880,20200315,"S37000001","65 - 74","","All","d",68,65,4.6
2881,20200315,"S37000001","75 - 84","","All","d",66,69.5,-5
2882,20200315,"S37000001","85 and over","","All","d",58,71,-18.3
2883,20200315,"S37000001","All ages","d","All","d",422,430.5,-2
2884,20200315,"S37000001","All ages","d","Female","",237,217.5,9
2885,20200315,"S37000001","All ages","d","Male","",185,213,-13.1
2886,20200315,"S37000002","Under 5","","All","d",18,18.5,-2.7
2887,20200315,"S37000002","5 - 14","","All","d",10,8.5,17.6
2888,20200315,"S37000002","15 - 44","","All","d",75,84,-10.7
2889,20200315,"S37000002","45 - 64","","All","d",78,96,-18.8
2890,20200315,"S37000002","65 - 74","","All","d",65,73.5,-11.6
2891,20200315,"S37000002","75 - 84","","All","d",100,81.5,22.7
2892,20200315,"S37000002","85 and over","","All","d",63,66.5,-5.3
2893,20200315,"S37000002","All ages","d","All","d",409,428.5,-4.6
2894,20200315,"S37000002","All ages","d","Female","",219,206.5,6.1
2895,20200315,"S37000002","All ages","d","Male","",190,222,-14.4
2896,20200315,"S37000003","5 - 14","","All","d",5,4.5,11.1
2897,20200315,"S37000003","15 - 44","","All","d",43,47,-8.5
2898,20200315,"S37000003","45 - 64","","All","d",32,44.5,-28.1
2899,20200315,"S37000003","65 - 74","","All","d",30,35.5,-15.5
2900,20200315,"S37000003","75 - 84","","All","d",49,52.5,-6.7
2901,20200315,"S37000003","85 and over","","All","d",37,40,-7.5
2902,20200315,"S37000003","All ages","d","All","d",200,230.5,-13.2
2903,20200315,"S37000003","All ages","d","Female","",100,121,-17.4
2904,20200315,"S37000003","All ages","d","Male","",100,109.5,-8.7
2905,20200315,"S37000004","Under 5","","All","d",6,3,100
2906,20200315,"S37000004","15 - 44","","All","d",41,34.5,18.8
2907,20200315,"S37000004","45 - 64","","All","d",59,52.5,12.4
2908,20200315,"S37000004","65 - 74","","All","d",48,41,17.1
2909,20200315,"S37000004","75 - 84","","All","d",52,64,-18.8
2910,20200315,"S37000004","85 and over","","All","d",45,39.5,13.9
2911,20200315,"S37000004","All ages","d","All","d",255,240,6.2
2912,20200315,"S37000004","All ages","d","Female","",133,133.5,-0.4
2913,20200315,"S37000004","All ages","d","Male","",122,106.5,14.6
2914,20200315,"S37000005","Under 5","","All","d",8,10.5,-23.8
2915,20200315,"S37000005","5 - 14","","All","d",7,5.5,27.3
2916,20200315,"S37000005","15 - 44","","All","d",80,75,6.7
2917,20200315,"S37000005","45 - 64","","All","d",54,67.5,-20
2918,20200315,"S37000005","65 - 74","","All","d",34,46.5,-26.9
2919,20200315,"S37000005","75 - 84","","All","d",55,47.5,15.8
2920,20200315,"S37000005","85 and over","","All","d",33,31,6.5
2921,20200315,"S37000005","All ages","d","All","d",271,283.5,-4.4
2922,20200315,"S37000005","All ages","d","Female","",123,139,-11.5
2923,20200315,"S37000005","All ages","d","Male","",148,144.5,2.4
2924,20200315,"S37000006","Under 5","","All","d",6,12,-50
2925,20200315,"S37000006","5 - 14","","All","d",5,7,-28.6
2926,20200315,"S37000006","15 - 44","","All","d",78,54.5,43.1
2927,20200315,"S37000006","45 - 64","","All","d",85,71.5,18.9
2928,20200315,"S37000006","65 - 74","","All","d",57,62.5,-8.8
2929,20200315,"S37000006","75 - 84","","All","d",79,83.5,-5.4
2930,20200315,"S37000006","85 and over","","All","d",59,66.5,-11.3
2931,20200315,"S37000006","All ages","d","All","d",369,357.5,3.2
2932,20200315,"S37000006","All ages","d","Female","",189,186.5,1.3
2933,20200315,"S37000006","All ages","d","Male","",180,171,5.3
2934,20200315,"S37000007","Under 5","","All","d",16,10.5,52.4
2935,20200315,"S37000007","5 - 14","","All","d",8,5.5,45.5
2936,20200315,"S37000007","15 - 44","","All","d",80,76,5.3
2937,20200315,"S37000007","45 - 64","","All","d",67,73,-8.2
2938,20200315,"S37000007","65 - 74","","All","d",51,50,2
2939,20200315,"S37000007","75 - 84","","All","d",62,60.5,2.5
2940,20200315,"S37000007","85 and over","","All","d",38,48,-20.8
2941,20200315,"S37000007","All ages","d","All","d",322,323.5,-0.5
2942,20200315,"S37000007","All ages","d","Female","",171,166.5,2.7
2943,20200315,"S37000007","All ages","d","Male","",151,157,-3.8
2944,20200315,"S37000008","Under 5","","All","d",7,8.5,-17.6
2945,20200315,"S37000008","15 - 44","","All","d",52,56.5,-8
2946,20200315,"S37000008","45 - 64","","All","d",75,66.5,12.8
2947,20200315,"S37000008","65 - 74","","All","d",50,52,-3.8
2948,20200315,"S37000008","75 - 84","","All","d",53,51.5,2.9
2949,20200315,"S37000008","85 and over","","All","d",33,33,0
2950,20200315,"S37000008","All ages","d","All","d",274,271.5,0.9
2951,20200315,"S37000008","All ages","d","Female","",139,140,-0.7
2952,20200315,"S37000008","All ages","d","Male","",135,131.5,2.7
2953,20200315,"S37000009","15 - 44","","All","d",17,23,-26.1
2954,20200315,"S37000009","45 - 64","","All","d",28,32,-12.5
2955,20200315,"S37000009","65 - 74","","All","d",31,24,29.2
2956,20200315,"S37000009","75 - 84","","All","d",32,42,-23.8
2957,20200315,"S37000009","85 and over","","All","d",42,33,27.3
2958,20200315,"S37000009","All ages","d","All","d",157,159,-1.3
2959,20200315,"S37000009","All ages","d","Female","",89,77.5,14.8
2960,20200315,"S37000009","All ages","d","Male","",68,81.5,-16.6
2961,20200315,"S37000010","Under 5","","All","d",5,6.5,-23.1
2962,20200315,"S37000010","15 - 44","","All","d",35,39,-10.3
2963,20200315,"S37000010","45 - 64","","All","d",28,40.5,-30.9
2964,20200315,"S37000010","65 - 74","","All","d",10,27.5,-63.6
2965,20200315,"S37000010","75 - 84","","All","d",34,39,-12.8
2966,20200315,"S37000010","85 and over","","All","d",22,29.5,-25.4
2967,20200315,"S37000010","All ages","d","All","d",138,186.5,-26
2968,20200315,"S37000010","All ages","d","Female","",65,97,-33
2969,20200315,"S37000010","All ages","d","Male","",73,89.5,-18.4
2970,20200315,"S37000011","5 - 14","","All","d",6,3.5,71.4
2971,20200315,"S37000011","15 - 44","","All","d",27,24.5,10.2
2972,20200315,"S37000011","45 - 64","","All","d",35,27,29.6
2973,20200315,"S37000011","65 - 74","","All","d",16,25.5,-37.3
2974,20200315,"S37000011","75 - 84","","All","d",16,29,-44.8
2975,20200315,"S37000011","85 and over","","All","d",30,36,-16.7
2976,20200315,"S37000011","All ages","d","All","d",131,148.5,-11.8
2977,20200315,"S37000011","All ages","d","Female","",72,79.5,-9.4
2978,20200315,"S37000011","All ages","d","Male","",59,69,-14.5
2979,20200315,"S37000012","Under 5","","All","d",27,34.5,-21.7
2980,20200315,"S37000012","5 - 14","","All","d",9,17,-47.1
2981,20200315,"S37000012","15 - 44","","All","d",197,225,-12.4
2982,20200315,"S37000012","45 - 64","","All","d",178,196,-9.2
2983,20200315,"S37000012","65 - 74","","All","d",116,98.5,17.8
2984,20200315,"S37000012","75 - 84","","All","d",131,124.5,5.2
2985,20200315,"S37000012","85 and over","","All","d",113,119.5,-5.4
