id,week_ending,hb,hbqf,simd_quintile,number_attendances,average20182019,percent_variation
958,20200405,S08000030,,4,158,344.5,-54.1
959,20200405,S08000030,,5,81,201,-59.7
960,20200405,S08000031,,1,1156,3050,-62.1
961,20200405,S08000031,,2,416,1236,-66.3
962,20200405,S08000031,,3,280,850,-67.1
963,20200405,S08000031,,4,265,738,-64.1
964,20200405,S08000031,,5,303,764.5,-60.4
965,20200405,S08000032,,1,545,1312,-58.5
966,20200405,S08000032,,2,524,1117.5,-53.1
967,20200405,S08000032,,3,271,695.5,-61
968,20200405,S08000032,,4,192,446.5,-57
969,20200405,S08000032,,5,144,285,-49.5
970,20200405,S92000003,d,1,3111,7411.5,-58
971,20200405,S92000003,d,2,2596,5906.5,-56
972,20200405,S92000003,d,3,2007,4452.5,-54.9
973,20200405,S92000003,d,4,1746,3938,-55.7
974,20200405,S92000003,d,5,1476,3306.5,-55.4
975,20200412,S08000015,,1,433,861.5,-49.7
976,20200412,S08000015,,2,282,525,-46.3
977,20200412,S08000015,,3,170,325,-47.7
978,20200412,S08000015,,4,118,240,-50.8
979,20200412,S08000015,,5,115,198,-41.9
980,20200412,S08000016,,1,22,53.5,-58.9
981,20200412,S08000016,,2,64,97,-34
982,20200412,S08000016,,3,96,189,-49.2
983,20200412,S08000016,,4,98,190,-48.4
984,20200412,S08000016,,5,19,41.5,-54.2
985,20200412,S08000017,,1,59,127,-53.5
986,20200412,S08000017,,2,152,312,-51.3
987,20200412,S08000017,,3,139,294.5,-52.8
988,20200412,S08000017,,4,68,117,-41.9
989,20200412,S08000017,,5,28,61.5,-54.5
990,20200412,S08000019,,1,111,257,-56.8
991,20200412,S08000019,,2,159,360,-55.8
992,20200412,S08000019,,3,78,183.5,-57.5
993,20200412,S08000019,,4,77,192.5,-60
994,20200412,S08000019,,5,72,183,-60.7
995,20200412,S08000020,,1,65,136,-52.2
996,20200412,S08000020,,2,207,354.5,-41.6
997,20200412,S08000020,,3,192,326,-41.1
998,20200412,S08000020,,4,283,485,-41.6
999,20200412,S08000020,,5,257,481,-46.6
1000,20200412,S08000022,,1,57,126,-54.8
5001,20210523,S08000019,,5,158,185.5,-14.8
5002,20210523,S08000020,,1,96,157.5,-39
5003,20210523,S08000020,,2,320,381,-16
5004,20210523,S08000020,,3,334,390.5,-14.5
5005,20210523,S08000020,,4,438,541.5,-19.1
5006,20210523,S08000020,,5,441,578,-23.7
5007,20210523,S08000022,,1,96,138,-30.4
5008,20210523,S08000022,,2,225,230.5,-2.4
5009,20210523,S08000022,,3,328,332,-1.2
5010,20210523,S08000022,,4,283,350,-19.1
5011,20210523,S08000022,,5,110,110,0
5012,20210523,S08000024,,1,825,851,-3.1
5013,20210523,S08000024,,2,1115,1142,-2.4
5014,20210523,S08000024,,3,754,776,-2.8
5015,20210523,S08000024,,4,742,722,2.8
5016,20210523,S08000024,,5,887,883,0.5
5017,20210523,S08000025,,2,20,18,11.1
5018,20210523,S08000025,,3,29,37,-21.6
5019,20210523,S08000025,,4,46,57.5,-20
5020,20210523,S08000025,,5,9,11.5,-21.7
5021,20210523,S08000026,,2,6,7,-14.3
5022,20210523,S08000026,,3,29,34,-14.7
5023,20210523,S08000026,,4,85,96,-11.5
5024,20210523,S08000028,,2,20,34.5,-42
5025,20210523,S08000028,,3,60,75.5,-20.5
5026,20210523,S08000029,,1,392,437.5,-10.4
5027,20210523,S08000029,,2,320,363,-11.8
5028,20210523,S08000029,,3,222,273.5,-18.8
5029,20210523,S08000029,,4,149,151.5,-1.7
5030,20210523,S08000029,,5,154,165.5,-6.9
5031,20210523,S08000030,,1,300,364.5,-17.7
5032,20210523,S08000030,,2,246,253.5,-3
5033,20210523,S08000030,,3,241,288.5,-16.5
5034,20210523,S08000030,,4,338,366,-7.7
5035,20210523,S08000030,,5,221,224.5,-1.6
5036,20210523,S08000031,,1,2898,3297.5,-12.1
5037,20210523,S08000031,,2,1152,1337,-13.8
5038,20210523,S08000031,,3,781,911.5,-14.3
5039,20210523,S08000031,,4,716,853.5,-16.1
5040,20210523,S08000031,,5,802,895.5,-10.4
5041,20210523,S08000032,,1,1391,1409.5,-1.3
5042,20210523,S08000032,,2,1268,1226,3.4
5043,20210523,S08000032,,3,760,695.5,9.3
5044,20210523,S08000032,,4,510,515,-1
1001,20200412,S08000022,,2,113,221.5,-49
1002,20200412,S08000022,,3,139,307.5,-54.8
1003,20200412,S08000022,,4,151,316.5,-52.3
1004,20200412,S08000022,,5,32,115.5,-72.3
1005,20200412,S08000024,,1,422,808,-47.8
1006,20200412,S08000024,,2,513,989.5,-48.2
1007,20200412,S08000024,,3,350,720,-51.4
1008,20200412,S08000024,,4,346,610,-43.3
1009,20200412,S08000024,,5,381,793,-52
1010,20200412,S08000025,,3,13,37,-64.9
1011,20200412,S08000025,,4,25,64,-60.9
1012,20200412,S08000025,,5,6,10,-40
1013,20200412,S08000026,,2,5,11,-54.5
1014,20200412,S08000026,,3,26,49.5,-47.5
1015,20200412,S08000026,,4,44,85.5,-48.5
1016,20200412,S08000028,,2,7,33.5,-79.1
1017,20200412,S08000028,,3,30,70.5,-57.4
1018,20200412,S08000029,,1,148,399,-62.9
1019,20200412,S08000029,,2,138,304.5,-54.7
1020,20200412,S08000029,,3,86,261.5,-67.1
1021,20200412,S08000029,,4,52,143.5,-63.8
1022,20200412,S08000029,,5,50,141,-64.5
1023,20200412,S08000030,,1,154,326,-52.8
1024,20200412,S08000030,,2,119,229.5,-48.1
1025,20200412,S08000030,,3,122,282,-56.7
1026,20200412,S08000030,,4,145,336.5,-56.9
1027,20200412,S08000030,,5,93,220.5,-57.8
1028,20200412,S08000031,,1,1194,3020,-60.5
1029,20200412,S08000031,,2,425,1224.5,-65.3
1030,20200412,S08000031,,3,265,898,-70.5
1031,20200412,S08000031,,4,282,733.5,-61.6
1032,20200412,S08000031,,5,343,737.5,-53.5
1033,20200412,S08000032,,1,605,1262.5,-52.1
1034,20200412,S08000032,,2,568,1143.5,-50.3
1035,20200412,S08000032,,3,332,668.5,-50.3
1036,20200412,S08000032,,4,229,472.5,-51.5
1037,20200412,S08000032,,5,155,285.5,-45.7
1038,20200412,S92000003,d,1,3270,7379,-55.7
1039,20200412,S92000003,d,2,2754,5820,-52.7
1040,20200412,S92000003,d,3,2038,4612.5,-55.8
1041,20200412,S92000003,d,4,1919,3998.5,-52
1042,20200412,S92000003,d,5,1551,3271.5,-52.6
1043,20200419,S08000015,,1,459,874.5,-47.5
1044,20200419,S08000015,,2,281,547,-48.6
1045,20200419,S08000015,,3,191,333,-42.6
1046,20200419,S08000015,,4,139,245.5,-43.4
1047,20200419,S08000015,,5,115,217,-47
1048,20200419,S08000016,,1,20,60,-66.7
1049,20200419,S08000016,,2,58,101,-42.6
1050,20200419,S08000016,,3,121,209,-42.1
1051,20200419,S08000016,,4,107,193,-44.6
1052,20200419,S08000016,,5,26,49,-46.9
1053,20200419,S08000017,,1,58,130.5,-55.6
1054,20200419,S08000017,,2,144,326.5,-55.9
1055,20200419,S08000017,,3,157,270,-41.9
1056,20200419,S08000017,,4,50,111.5,-55.2
1057,20200419,S08000017,,5,20,52.5,-61.9
1058,20200419,S08000019,,1,122,284.5,-57.1
1059,20200419,S08000019,,2,187,360,-48.1
1060,20200419,S08000019,,3,94,214,-56.1
1061,20200419,S08000019,,4,96,227.5,-57.8
1062,20200419,S08000019,,5,65,182.5,-64.4
1063,20200419,S08000020,,1,58,142.5,-59.3
1064,20200419,S08000020,,2,204,413,-50.6
1065,20200419,S08000020,,3,210,384,-45.3
1066,20200419,S08000020,,4,288,516.5,-44.2
1067,20200419,S08000020,,5,254,580.5,-56.2
1068,20200419,S08000022,,1,53,139,-61.9
1069,20200419,S08000022,,2,113,254.5,-55.6
1070,20200419,S08000022,,3,149,328.5,-54.6
1071,20200419,S08000022,,4,151,343,-56
1072,20200419,S08000022,,5,32,102.5,-68.8
1073,20200419,S08000024,,1,428,853.5,-49.9
1074,20200419,S08000024,,2,566,1088,-48
1075,20200419,S08000024,,3,407,773,-47.3
1076,20200419,S08000024,,4,334,662,-49.5
1077,20200419,S08000024,,5,453,883,-48.7
1078,20200419,S08000025,,2,8,15.5,-48.4
1079,20200419,S08000025,,3,20,34.5,-42
1080,20200419,S08000025,,4,19,57,-66.7
1081,20200419,S08000026,,3,27,40.5,-33.3
1082,20200419,S08000026,,4,50,89,-43.8
1083,20200419,S08000028,,2,15,40,-62.5
1084,20200419,S08000028,,3,23,81.5,-71.8
1085,20200419,S08000029,,1,184,443.5,-58.5
1086,20200419,S08000029,,2,124,368.5,-66.4
1087,20200419,S08000029,,3,101,245,-58.8
