year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2021,2,2021-04-11,S37000024,45 - 64,All,245,261.5,-6.3
2021,2,2021-04-11,S37000024,65 - 74,All,91,115,-20.9
2021,2,2021-04-11,S37000024,75 - 84,All,87,111.5,-22
2021,2,2021-04-11,S37000024,85 and over,All,55,67.5,-18.5
2021,2,2021-04-11,S37000024,All ages,All,985,1126.5,-12.6
2021,2,2021-04-11,S37000024,All ages,Female,489,595,-17.8
2021,2,2021-04-11,S37000024,All ages,Male,493,530.5,-7.1
2021,2,2021-04-11,S37000025,Under 5,All,28,40,-30
2021,2,2021-04-11,S37000025,5 - 14,All,26,32.5,-20
2021,2,2021-04-11,S37000025,15 - 44,All,150,178.5,-16
2021,2,2021-04-11,S37000025,45 - 64,All,141,145.5,-3.1
2021,2,2021-04-11,S37000025,65 - 74,All,68,76,-10.5
2021,2,2021-04-11,S37000025,75 - 84,All,75,73.5,2
2021,2,2021-04-11,S37000025,85 and over,All,46,43.5,5.7
2021,2,2021-04-11,S37000025,All ages,All,539,591,-8.8
2021,2,2021-04-11,S37000025,All ages,Female,252,289,-12.8
2021,2,2021-04-11,S37000025,All ages,Male,282,300.5,-6.2
2021,2,2021-04-11,S37000026,15 - 44,All,34,38.5,-11.7
2021,2,2021-04-11,S37000026,45 - 64,All,26,36,-27.8
2021,2,2021-04-11,S37000026,65 - 74,All,11,16.5,-33.3
2021,2,2021-04-11,S37000026,75 - 84,All,18,14.5,24.1
2021,2,2021-04-11,S37000026,All ages,All,101,136.5,-26
2021,2,2021-04-11,S37000026,All ages,Female,43,72,-40.3
2021,2,2021-04-11,S37000026,All ages,Male,57,63,-9.5
2021,2,2021-04-11,S37000027,Under 5,All,41,56,-26.8
2021,2,2021-04-11,S37000027,5 - 14,All,41,52,-21.2
2021,2,2021-04-11,S37000027,15 - 44,All,140,215,-34.9
2021,2,2021-04-11,S37000027,45 - 64,All,116,151.5,-23.4
2021,2,2021-04-11,S37000027,65 - 74,All,46,73,-37
2021,2,2021-04-11,S37000027,75 - 84,All,60,74,-18.9
2021,2,2021-04-11,S37000027,85 and over,All,30,46.5,-35.5
2021,2,2021-04-11,S37000027,All ages,All,480,668.5,-28.2
2021,2,2021-04-11,S37000027,All ages,Female,193,342.5,-43.6
2021,2,2021-04-11,S37000027,All ages,Male,281,325.5,-13.7
2021,2,2021-04-11,S37000028,Under 5,All,108,151,-28.5
2021,2,2021-04-11,S37000028,5 - 14,All,110,106.5,3.3
2021,2,2021-04-11,S37000028,15 - 44,All,586,648,-9.6
2021,2,2021-04-11,S37000028,45 - 64,All,501,465.5,7.6
2021,2,2021-04-11,S37000028,65 - 74,All,210,219,-4.1
2021,2,2021-04-11,S37000028,75 - 84,All,188,207,-9.2
2021,2,2021-04-11,S37000028,85 and over,All,96,117.5,-18.3
2021,2,2021-04-11,S37000028,All ages,All,1805,1923.5,-6.2
2021,2,2021-04-11,S37000028,All ages,Female,940,982,-4.3
2021,2,2021-04-11,S37000028,All ages,Male,859,932.5,-7.9
2021,2,2021-04-11,S37000029,Under 5,All,17,45.5,-62.6
2021,2,2021-04-11,S37000029,5 - 14,All,39,29,34.5
2021,2,2021-04-11,S37000029,15 - 44,All,129,128.5,0.4
2021,2,2021-04-11,S37000029,45 - 64,All,72,80,-10
2021,2,2021-04-11,S37000029,65 - 74,All,34,33,3
2021,2,2021-04-11,S37000029,75 - 84,All,29,37,-21.6
2021,2,2021-04-11,S37000029,85 and over,All,11,17,-35.3
2021,2,2021-04-11,S37000029,All ages,All,331,370.5,-10.7
2021,2,2021-04-11,S37000029,All ages,Female,174,188.5,-7.7
2021,2,2021-04-11,S37000029,All ages,Male,157,181.5,-13.5
2021,2,2021-04-11,S37000030,Under 5,All,72,86.5,-16.8
2021,2,2021-04-11,S37000030,5 - 14,All,85,89,-4.5
2021,2,2021-04-11,S37000030,15 - 44,All,369,394,-6.3
2021,2,2021-04-11,S37000030,45 - 64,All,242,240,0.8
2021,2,2021-04-11,S37000030,65 - 74,All,76,95,-20
2021,2,2021-04-11,S37000030,75 - 84,All,74,77.5,-4.5
2021,2,2021-04-11,S37000030,85 and over,All,29,39.5,-26.6
2021,2,2021-04-11,S37000030,All ages,All,951,1028,-7.5
2021,2,2021-04-11,S37000030,All ages,Female,488,504,-3.2
2021,2,2021-04-11,S37000030,All ages,Male,459,517.5,-11.3
2021,2,2021-04-11,S37000031,15 - 44,All,32,44.5,-28.1
2021,2,2021-04-11,S37000031,45 - 64,All,23,31,-25.8
2021,2,2021-04-11,S37000031,65 - 74,All,12,13,-7.7
2021,2,2021-04-11,S37000031,75 - 84,All,7,15.5,-54.8
2021,2,2021-04-11,S37000031,All ages,All,85,128,-33.6
2021,2,2021-04-11,S37000031,All ages,Female,44,59,-25.4
2021,2,2021-04-11,S37000031,All ages,Male,41,68.5,-40.1
2021,2,2021-04-11,S37000032,Under 5,All,101,113.5,-11
2021,2,2021-04-11,S37000032,5 - 14,All,99,108,-8.3
2021,2,2021-04-11,S37000032,15 - 44,All,400,511.5,-21.8
2021,2,2021-04-11,S37000032,45 - 64,All,280,313,-10.5
2021,2,2021-04-11,S37000032,65 - 74,All,112,146,-23.3
2021,2,2021-04-11,S37000032,75 - 84,All,121,127,-4.7
2021,2,2021-04-11,S37000032,85 and over,All,62,77.5,-20
2021,2,2021-04-11,S37000032,All ages,All,1183,1401.5,-15.6
2021,2,2021-04-11,S37000032,All ages,Female,584,691.5,-15.5
2021,2,2021-04-11,S37000032,All ages,Male,591,705,-16.2
2021,2,2021-04-11,S37000033,Under 5,All,37,36.5,1.4
2021,2,2021-04-11,S37000033,5 - 14,All,44,38.5,14.3
2021,2,2021-04-11,S37000033,15 - 44,All,124,182.5,-32.1
2021,2,2021-04-11,S37000033,45 - 64,All,101,112,-9.8
2021,2,2021-04-11,S37000033,65 - 74,All,35,58,-39.7
2021,2,2021-04-11,S37000033,75 - 84,All,39,57,-31.6
2021,2,2021-04-11,S37000033,85 and over,All,23,24,-4.2
2021,2,2021-04-11,S37000033,All ages,All,405,509,-20.4
2021,2,2021-04-11,S37000033,All ages,Female,201,246.5,-18.5
2021,2,2021-04-11,S37000033,All ages,Male,202,262,-22.9
2021,2,2021-04-11,S37000034,Under 5,All,279,423.5,-34.1
2021,2,2021-04-11,S37000034,5 - 14,All,243,240.5,1
2021,2,2021-04-11,S37000034,15 - 44,All,1140,1373.5,-17
2021,2,2021-04-11,S37000034,45 - 64,All,666,724,-8
2021,2,2021-04-11,S37000034,65 - 74,All,223,228.5,-2.4
2021,2,2021-04-11,S37000034,75 - 84,All,160,213,-24.9
2021,2,2021-04-11,S37000034,85 and over,All,112,119.5,-6.3
2021,2,2021-04-11,S37000034,All ages,All,2830,3325.5,-14.9
2021,2,2021-04-11,S37000034,All ages,Female,1419,1599.5,-11.3
2021,2,2021-04-11,S37000034,All ages,Male,1404,1723,-18.5
2021,2,2021-04-11,S37000035,Under 5,All,140,162,-13.6
2021,2,2021-04-11,S37000035,5 - 14,All,118,151,-21.9
2021,2,2021-04-11,S37000035,15 - 44,All,821,844,-2.7
2021,2,2021-04-11,S37000035,45 - 64,All,627,612,2.5
2021,2,2021-05-23,S37000025,15 - 44,All,161,167,-3.6
2021,2,2021-05-23,S37000025,45 - 64,All,153,139,10.1
2021,2,2021-05-23,S37000025,65 - 74,All,66,73,-9.6
2021,2,2021-05-23,S37000025,75 - 84,All,78,74,5.4
2021,2,2021-05-23,S37000025,85 and over,All,52,52.5,-1
2021,2,2021-05-23,S37000025,All ages,All,583,618.5,-5.7
2021,2,2021-05-23,S37000025,All ages,Female,300,308.5,-2.8
2021,2,2021-05-23,S37000025,All ages,Male,282,305,-7.5
2021,2,2021-05-23,S37000026,Under 5,All,14,11.5,21.7
2021,2,2021-05-23,S37000026,5 - 14,All,6,21,-71.4
2021,2,2021-05-23,S37000026,15 - 44,All,36,44.5,-19.1
2021,2,2021-05-23,S37000026,45 - 64,All,24,26.5,-9.4
2021,2,2021-05-23,S37000026,65 - 74,All,21,17.5,20
2021,2,2021-05-23,S37000026,75 - 84,All,14,13,7.7
2021,2,2021-05-23,S37000026,85 and over,All,7,6.5,7.7
2021,2,2021-05-23,S37000026,All ages,All,122,142.5,-14.4
2021,2,2021-05-23,S37000026,All ages,Female,55,68.5,-19.7
2021,2,2021-05-23,S37000026,All ages,Male,67,72,-6.9
2021,2,2021-05-23,S37000027,Under 5,All,40,64.5,-38
2021,2,2021-05-23,S37000027,5 - 14,All,86,93.5,-8
2021,2,2021-05-23,S37000027,15 - 44,All,178,214.5,-17
2021,2,2021-04-11,S37000035,65 - 74,All,213,228,-6.6
2021,2,2021-04-11,S37000035,75 - 84,All,190,219,-13.2
2021,2,2021-04-11,S37000035,85 and over,All,79,92,-14.1
2021,2,2021-04-11,S37000035,All ages,All,2197,2324,-5.5
2021,2,2021-04-11,S37000035,All ages,Female,1109,1152.5,-3.8
2021,2,2021-04-11,S37000035,All ages,Male,1079,1155.5,-6.6
2021,2,2021-04-18,S37000001,Under 5,All,53,84.5,-37.3
2021,2,2021-04-18,S37000001,5 - 14,All,100,84,19
2021,2,2021-04-18,S37000001,15 - 44,All,249,341.5,-27.1
2021,2,2021-04-18,S37000001,45 - 64,All,144,174,-17.2
2021,2,2021-04-18,S37000001,65 - 74,All,61,61.5,-0.8
2021,2,2021-04-18,S37000001,75 - 84,All,57,57.5,-0.9
2021,2,2021-04-18,S37000001,85 and over,All,36,36,0
2021,2,2021-04-18,S37000001,All ages,All,713,857,-16.8
2021,2,2021-04-18,S37000001,All ages,Female,332,389.5,-14.8
2021,2,2021-04-18,S37000001,All ages,Male,368,449.5,-18.1
2021,2,2021-04-18,S37000002,Under 5,All,49,52,-5.8
2021,2,2021-04-18,S37000002,5 - 14,All,75,62.5,20
2021,2,2021-04-18,S37000002,15 - 44,All,104,173,-39.9
2021,2,2021-04-18,S37000002,45 - 64,All,106,104.5,1.4
2021,2,2021-04-18,S37000002,65 - 74,All,56,57,-1.8
2021,2,2021-04-18,S37000002,75 - 84,All,56,44.5,25.8
2021,2,2021-04-18,S37000002,85 and over,All,32,33,-3
2021,2,2021-04-18,S37000002,All ages,All,478,532,-10.2
2021,2,2021-04-18,S37000002,All ages,Female,231,243.5,-5.1
2021,2,2021-04-18,S37000002,All ages,Male,247,283,-12.7
2021,2,2021-04-18,S37000003,Under 5,All,16,15,6.7
2021,2,2021-04-18,S37000003,5 - 14,All,27,22,22.7
2021,2,2021-04-18,S37000003,15 - 44,All,71,82.5,-13.9
2021,2,2021-04-18,S37000003,45 - 64,All,36,44,-18.2
2021,2,2021-04-18,S37000003,65 - 74,All,28,25,12
2021,2,2021-04-18,S37000003,75 - 84,All,21,13.5,55.6
2021,2,2021-04-18,S37000003,85 and over,All,17,14.5,17.2
2021,2,2021-04-18,S37000003,All ages,All,217,217,0
2021,2,2021-04-18,S37000003,All ages,Female,99,104.5,-5.3
2021,2,2021-04-18,S37000003,All ages,Male,117,112,4.5
2021,2,2021-04-18,S37000004,Under 5,All,7,18.5,-62.2
2021,2,2021-04-18,S37000004,5 - 14,All,18,22,-18.2
2021,2,2021-04-18,S37000004,15 - 44,All,72,68.5,5.1
2021,2,2021-04-18,S37000004,45 - 64,All,54,48,12.5
2021,2,2021-04-18,S37000004,65 - 74,All,31,35.5,-12.7
2021,2,2021-04-18,S37000004,75 - 84,All,20,29.5,-32.2
2021,2,2021-04-18,S37000004,85 and over,All,15,12.5,20
2021,2,2021-04-18,S37000004,All ages,All,220,237,-7.2
2021,2,2021-04-18,S37000004,All ages,Female,110,112.5,-2.2
2021,2,2021-04-18,S37000004,All ages,Male,107,122,-12.3
2021,2,2021-04-18,S37000005,Under 5,All,36,31,16.1
2021,2,2021-04-18,S37000005,5 - 14,All,42,32,31.2
2021,2,2021-04-18,S37000005,15 - 44,All,152,173,-12.1
2021,2,2021-04-18,S37000005,45 - 64,All,103,96.5,6.7
2021,2,2021-04-18,S37000005,65 - 74,All,49,45.5,7.7
2021,2,2021-04-18,S37000005,75 - 84,All,49,44.5,10.1
2021,2,2021-04-18,S37000005,85 and over,All,18,24,-25
2021,2,2021-04-18,S37000005,All ages,All,449,451.5,-0.6
2021,2,2021-04-18,S37000005,All ages,Female,206,219.5,-6.2
2021,2,2021-04-18,S37000005,All ages,Male,243,227,7
2021,2,2021-04-18,S37000006,Under 5,All,36,67.5,-46.7
2021,2,2021-04-18,S37000006,5 - 14,All,71,73.5,-3.4
2021,2,2021-04-18,S37000006,15 - 44,All,222,315.5,-29.6
2021,2,2021-04-18,S37000006,45 - 64,All,144,189,-23.8
2021,2,2021-04-18,S37000006,65 - 74,All,85,98,-13.3
2021,2,2021-04-18,S37000006,75 - 84,All,79,101.5,-22.2
2021,2,2021-04-18,S37000006,85 and over,All,39,47,-17
2021,2,2021-04-18,S37000006,All ages,All,677,892.5,-24.1
2021,2,2021-04-18,S37000006,All ages,Female,322,443.5,-27.4
2021,2,2021-04-18,S37000006,All ages,Male,354,448.5,-21.1
2021,2,2021-04-18,S37000007,Under 5,All,47,44.5,5.6
2021,2,2021-04-18,S37000007,5 - 14,All,53,47.5,11.6
2021,2,2021-04-18,S37000007,15 - 44,All,221,243.5,-9.2
2021,2,2021-04-18,S37000007,45 - 64,All,106,120,-11.7
2021,2,2021-04-18,S37000007,65 - 74,All,38,43.5,-12.6
2021,2,2021-04-18,S37000007,75 - 84,All,22,36.5,-39.7
2021,2,2021-04-18,S37000007,85 and over,All,22,19,15.8
2021,2,2021-04-18,S37000007,All ages,All,510,554.5,-8
2021,2,2021-04-18,S37000007,All ages,Female,246,284,-13.4
2021,2,2021-04-18,S37000007,All ages,Male,263,270.5,-2.8
2021,2,2021-04-18,S37000008,Under 5,All,53,63,-15.9
2021,2,2021-04-18,S37000008,5 - 14,All,53,74.5,-28.9
2021,2,2021-04-18,S37000008,15 - 44,All,181,243,-25.5
2021,2,2021-04-18,S37000008,45 - 64,All,137,161,-14.9
2021,2,2021-04-18,S37000008,65 - 74,All,69,73,-5.5
2021,2,2021-04-18,S37000008,75 - 84,All,63,58,8.6
2021,2,2021-04-18,S37000008,85 and over,All,27,30,-10
2021,2,2021-04-18,S37000008,All ages,All,584,703,-16.9
2021,2,2021-04-18,S37000008,All ages,Female,287,348.5,-17.6
2021,2,2021-04-18,S37000008,All ages,Male,296,354,-16.4
2021,2,2021-04-18,S37000009,Under 5,All,52,48.5,7.2
2021,2,2021-04-18,S37000009,5 - 14,All,57,32.5,75.4
2021,2,2021-04-18,S37000009,15 - 44,All,98,106.5,-8
2021,2,2021-04-18,S37000009,45 - 64,All,67,81.5,-17.8
2021,2,2021-04-18,S37000009,65 - 74,All,33,34,-2.9
2021,2,2021-04-18,S37000009,75 - 84,All,39,43.5,-10.3
2021,2,2021-04-18,S37000009,85 and over,All,27,36,-25
2021,2,2021-04-18,S37000009,All ages,All,373,382.5,-2.5
2021,2,2021-04-18,S37000009,All ages,Female,186,175.5,6
2021,2,2021-04-18,S37000009,All ages,Male,187,207,-9.7
2021,2,2021-04-18,S37000010,Under 5,All,49,73,-32.9
2021,2,2021-04-18,S37000010,5 - 14,All,78,58.5,33.3
2021,2,2021-04-18,S37000010,15 - 44,All,137,134.5,1.9
2021,2,2021-04-18,S37000010,45 - 64,All,115,79.5,44.7
2021,2,2021-04-18,S37000010,65 - 74,All,37,35,5.7
2021,2,2021-04-18,S37000010,75 - 84,All,45,34.5,30.4
2021,2,2021-04-18,S37000010,85 and over,All,23,25,-8
2021,2,2021-04-18,S37000010,All ages,All,485,442,9.7
2021,2,2021-04-18,S37000010,All ages,Female,260,227.5,14.3
2021,2,2021-04-18,S37000010,All ages,Male,224,212.5,5.4
2021,2,2021-04-18,S37000011,Under 5,All,36,53,-32.1
2021,2,2021-04-18,S37000011,5 - 14,All,54,38.5,40.3
2021,2,2021-04-18,S37000011,15 - 44,All,98,108,-9.3
2021,2,2021-04-18,S37000011,45 - 64,All,77,69.5,10.8
2021,2,2021-04-18,S37000011,65 - 74,All,22,43,-48.8
2021,2,2021-04-18,S37000011,75 - 84,All,50,32.5,53.8
2021,2,2021-04-18,S37000011,85 and over,All,22,30.5,-27.9
2021,2,2021-04-18,S37000011,All ages,All,362,376,-3.7
2021,2,2021-04-18,S37000011,All ages,Female,200,190,5.3
2021,2,2021-04-18,S37000011,All ages,Male,159,185,-14.1
2021,2,2021-04-18,S37000012,Under 5,All,261,332,-21.4
2021,2,2021-04-18,S37000012,5 - 14,All,253,222,14
2021,2,2021-04-18,S37000012,15 - 44,All,659,660,-0.2
2021,2,2021-04-18,S37000012,45 - 64,All,394,369,6.8
2021,2,2021-04-18,S37000012,65 - 74,All,150,125.5,19.5
2021,2,2021-04-18,S37000012,75 - 84,All,137,129,6.2
2021,2,2021-04-18,S37000012,85 and over,All,90,96.5,-6.7
2021,2,2021-04-18,S37000012,All ages,All,1979,1987,-0.4
2021,2,2021-04-18,S37000012,All ages,Female,971,978.5,-0.8
2021,2,2021-04-18,S37000012,All ages,Male,973,955.5,1.8
2021,2,2021-04-18,S37000013,Under 5,All,56,63.5,-11.8
2021,2,2021-04-18,S37000013,5 - 14,All,67,56,19.6
2021,2,2021-04-18,S37000013,15 - 44,All,193,269.5,-28.4
2021,2,2021-04-18,S37000013,45 - 64,All,172,176,-2.3
2021,2,2021-04-18,S37000013,65 - 74,All,57,74,-23
2021,2,2021-04-18,S37000013,75 - 84,All,71,63,12.7
2021,2,2021-04-18,S37000013,85 and over,All,40,32,25
2021,2,2021-04-18,S37000013,All ages,All,656,739.5,-11.3
2021,2,2021-04-18,S37000013,All ages,Female,310,350.5,-11.6
2021,2,2021-04-18,S37000013,All ages,Male,346,383.5,-9.8
2021,2,2021-04-18,S37000016,Under 5,All,48,68,-29.4
2021,2,2021-04-18,S37000016,5 - 14,All,86,80,7.5
2021,2,2021-04-18,S37000016,15 - 44,All,278,351.5,-20.9
2021,2,2021-04-18,S37000016,45 - 64,All,225,207.5,8.4
2021,2,2021-04-18,S37000016,65 - 74,All,95,94.5,0.5
2021,2,2021-04-18,S37000016,75 - 84,All,87,79.5,9.4
2021,2,2021-04-18,S37000016,85 and over,All,48,46.5,3.2
2021,2,2021-04-18,S37000016,All ages,All,876,939,-6.7
2021,2,2021-04-18,S37000016,All ages,Female,455,443,2.7
2021,2,2021-04-18,S37000016,All ages,Male,412,484.5,-15
2021,2,2021-04-18,S37000017,Under 5,All,29,40,-27.5
2021,2,2021-04-18,S37000017,5 - 14,All,42,36.5,15.1
2021,2,2021-04-18,S37000017,15 - 44,All,179,197,-9.1
2021,2,2021-04-18,S37000017,45 - 64,All,140,140,0
2021,2,2021-04-18,S37000017,65 - 74,All,52,58.5,-11.1
2021,2,2021-04-18,S37000017,75 - 84,All,54,50,8
2021,2,2021-04-18,S37000017,85 and over,All,28,31.5,-11.1
2021,2,2021-04-18,S37000017,All ages,All,524,553.5,-5.3
2021,2,2021-04-18,S37000017,All ages,Female,277,269,3
2021,2,2021-04-18,S37000017,All ages,Male,247,284.5,-13.2
2021,2,2021-04-18,S37000018,Under 5,All,83,82.5,0.6
2021,2,2021-04-18,S37000018,5 - 14,All,66,54.5,21.1
2021,2,2021-04-18,S37000018,15 - 44,All,185,147,25.9
2021,2,2021-04-18,S37000018,45 - 64,All,106,97.5,8.7
2021,2,2021-04-18,S37000018,65 - 74,All,62,51,21.6
2021,2,2021-04-18,S37000018,75 - 84,All,43,43,0
2021,2,2021-04-18,S37000018,85 and over,All,29,25.5,13.7
2021,2,2021-04-18,S37000018,All ages,All,575,502.5,14.4
2021,2,2021-04-18,S37000018,All ages,Female,258,261.5,-1.3
2021,2,2021-04-18,S37000018,All ages,Male,316,239.5,31.9
2021,2,2021-04-18,S37000019,Under 5,All,24,26.5,-9.4
2021,2,2021-04-18,S37000019,5 - 14,All,59,41,43.9
2021,2,2021-04-18,S37000019,15 - 44,All,128,155.5,-17.7
2021,2,2021-04-18,S37000019,45 - 64,All,92,97.5,-5.6
2021,2,2021-04-18,S37000019,65 - 74,All,57,47,21.3
2021,2,2021-04-18,S37000019,75 - 84,All,45,46,-2.2
2021,2,2021-04-18,S37000019,85 and over,All,29,19.5,48.7
2021,2,2021-04-18,S37000019,All ages,All,439,436.5,0.6
2021,2,2021-04-18,S37000019,All ages,Female,213,206.5,3.1
2021,2,2021-04-18,S37000019,All ages,Male,221,226.5,-2.4
2021,2,2021-04-18,S37000020,Under 5,All,44,79.5,-44.7
2021,2,2021-04-18,S37000020,5 - 14,All,66,61.5,7.3
2021,2,2021-04-18,S37000020,15 - 44,All,174,266.5,-34.7
2021,2,2021-04-18,S37000020,45 - 64,All,150,184.5,-18.7
2021,2,2021-04-18,S37000020,65 - 74,All,83,76,9.2
2021,2,2021-04-18,S37000020,75 - 84,All,56,70.5,-20.6
2021,2,2021-04-18,S37000020,85 and over,All,42,39,7.7
2021,2,2021-04-18,S37000020,All ages,All,617,780,-20.9
2021,2,2021-04-18,S37000020,All ages,Female,319,380,-16.1
2021,2,2021-04-18,S37000020,All ages,Male,296,397.5,-25.5
2021,2,2021-04-18,S37000022,5 - 14,All,5,7.5,-33.3
2021,2,2021-04-18,S37000022,15 - 44,All,31,43,-27.9
2021,2,2021-04-18,S37000022,45 - 64,All,36,27,33.3
2021,2,2021-04-18,S37000022,65 - 74,All,16,18,-11.1
2021,2,2021-04-18,S37000022,75 - 84,All,16,15.5,3.2
2021,2,2021-04-18,S37000022,85 and over,All,11,7.5,46.7
2021,2,2021-04-18,S37000022,All ages,All,120,124.5,-3.6
2021,2,2021-04-18,S37000022,All ages,Female,54,51.5,4.9
2021,2,2021-04-18,S37000022,All ages,Male,65,72,-9.7
2021,2,2021-04-18,S37000024,Under 5,All,76,95.5,-20.4
2021,2,2021-04-18,S37000024,5 - 14,All,106,86.5,22.5
2021,2,2021-04-18,S37000024,15 - 44,All,339,390,-13.1
2021,2,2021-04-18,S37000024,45 - 64,All,291,281,3.6
2021,2,2021-04-18,S37000024,65 - 74,All,86,111,-22.5
2021,2,2021-04-18,S37000024,75 - 84,All,102,109,-6.4
2021,2,2021-04-18,S37000024,85 and over,All,66,53,24.5
2021,2,2021-04-18,S37000024,All ages,All,1068,1128,-5.3
2021,2,2021-04-18,S37000024,All ages,Female,553,557,-0.7
2021,2,2021-04-18,S37000024,All ages,Male,513,569,-9.8
2021,2,2021-04-18,S37000025,Under 5,All,34,29.5,15.3
2021,2,2021-04-18,S37000025,5 - 14,All,42,45.5,-7.7
2021,2,2021-04-18,S37000025,15 - 44,All,134,174.5,-23.2
2021,2,2021-04-18,S37000025,45 - 64,All,141,135.5,4.1
2021,2,2021-04-18,S37000025,65 - 74,All,79,75.5,4.6
2021,2,2021-04-18,S37000025,75 - 84,All,54,78,-30.8
2021,2,2021-04-18,S37000025,85 and over,All,51,44,15.9
2021,2,2021-04-18,S37000025,All ages,All,539,582.5,-7.5
2021,2,2021-04-18,S37000025,All ages,Female,267,286.5,-6.8
2021,2,2021-04-18,S37000025,All ages,Male,268,296,-9.5
2021,2,2021-04-18,S37000026,5 - 14,All,10,15,-33.3
2021,2,2021-04-18,S37000026,15 - 44,All,43,45,-4.4
2021,2,2021-04-18,S37000026,45 - 64,All,27,33,-18.2
2021,2,2021-04-18,S37000026,65 - 74,All,10,18,-44.4
2021,2,2021-04-18,S37000026,75 - 84,All,13,18,-27.8
2021,2,2021-04-18,S37000026,85 and over,All,5,4.5,11.1
2021,2,2021-04-18,S37000026,All ages,All,111,148.5,-25.3
2021,2,2021-04-18,S37000026,All ages,Female,53,64.5,-17.8
2021,2,2021-04-18,S37000026,All ages,Male,58,82.5,-29.7
2021,2,2021-04-18,S37000027,Under 5,All,31,61.5,-49.6
2021,2,2021-04-18,S37000027,5 - 14,All,53,67.5,-21.5
2021,2,2021-04-18,S37000027,15 - 44,All,139,235,-40.9
2021,2,2021-04-18,S37000027,45 - 64,All,123,146,-15.8
2021,2,2021-04-18,S37000027,65 - 74,All,59,73,-19.2
2021,2,2021-04-18,S37000027,75 - 84,All,55,68,-19.1
2021,2,2021-04-18,S37000027,85 and over,All,33,47.5,-30.5
2021,2,2021-04-18,S37000027,All ages,All,495,700.5,-29.3
2021,2,2021-04-18,S37000027,All ages,Female,245,363,-32.5
2021,2,2021-04-18,S37000027,All ages,Male,248,335.5,-26.1
2021,2,2021-04-18,S37000028,Under 5,All,125,135,-7.4
2021,2,2021-04-18,S37000028,5 - 14,All,152,133.5,13.9
2021,2,2021-04-18,S37000028,15 - 44,All,585,696,-15.9
2021,2,2021-04-18,S37000028,45 - 64,All,467,498.5,-6.3
2021,2,2021-04-18,S37000028,65 - 74,All,236,226,4.4
2021,2,2021-04-18,S37000028,75 - 84,All,215,193.5,11.1
2021,2,2021-04-18,S37000028,85 and over,All,90,97,-7.2
2021,2,2021-04-18,S37000028,All ages,All,1878,1988,-5.5
2021,2,2021-04-18,S37000028,All ages,Female,972,981.5,-1
2021,2,2021-04-18,S37000028,All ages,Male,898,998,-10
2021,2,2021-04-18,S37000029,Under 5,All,31,52,-40.4
2021,2,2021-04-18,S37000029,5 - 14,All,35,35.5,-1.4
2021,2,2021-04-18,S37000029,15 - 44,All,115,131,-12.2
2021,2,2021-04-18,S37000029,45 - 64,All,80,93.5,-14.4
2021,2,2021-04-18,S37000029,65 - 74,All,25,32.5,-23.1
2021,2,2021-04-18,S37000029,75 - 84,All,34,22.5,51.1
2021,2,2021-04-18,S37000031,45 - 64,All,29,25,16
2021,2,2021-04-18,S37000031,65 - 74,All,11,16,-31.2
2021,2,2021-04-18,S37000031,75 - 84,All,8,15.5,-48.4
2021,2,2021-04-18,S37000031,All ages,All,78,130,-40
2021,2,2021-04-18,S37000031,All ages,Female,32,58,-44.8
2021,2,2021-04-18,S37000031,All ages,Male,45,68.5,-34.3
2021,2,2021-04-18,S37000032,Under 5,All,105,116.5,-9.9
2021,2,2021-04-18,S37000032,5 - 14,All,166,109.5,51.6
2021,2,2021-04-18,S37000032,15 - 44,All,440,508,-13.4
2021,2,2021-04-18,S37000032,45 - 64,All,250,320.5,-22
2021,2,2021-04-18,S37000032,65 - 74,All,112,135,-17
2021,2,2021-04-18,S37000032,75 - 84,All,125,134,-6.7
2021,2,2021-04-18,S37000032,85 and over,All,61,76.5,-20.3
2021,2,2021-04-18,S37000032,All ages,All,1260,1404,-10.3
2021,2,2021-04-18,S37000032,All ages,Female,637,691.5,-7.9
2021,2,2021-04-18,S37000032,All ages,Male,622,708.5,-12.2
2021,2,2021-04-18,S37000033,Under 5,All,29,40,-27.5
2021,2,2021-04-18,S37000033,5 - 14,All,58,43,34.9
2021,2,2021-04-18,S37000033,15 - 44,All,169,195,-13.3
2021,2,2021-04-18,S37000033,45 - 64,All,126,116.5,8.2
2021,2,2021-04-18,S37000033,65 - 74,All,54,47,14.9
2021,2,2021-04-18,S37000033,75 - 84,All,44,52,-15.4
2021,2,2021-04-18,S37000033,85 and over,All,27,40,-32.5
2021,2,2021-04-18,S37000033,All ages,All,507,533.5,-5
2021,2,2021-04-18,S37000033,All ages,Female,241,255.5,-5.7
2021,2,2021-04-18,S37000033,All ages,Male,266,278,-4.3
2021,2,2021-04-18,S37000034,Under 5,All,295,385.5,-23.5
2021,2,2021-04-18,S37000034,5 - 14,All,270,269.5,0.2
2021,2,2021-04-18,S37000034,15 - 44,All,1124,1343.5,-16.3
2021,2,2021-04-18,S37000034,45 - 64,All,683,731.5,-6.6
2021,2,2021-04-18,S37000034,65 - 74,All,218,238,-8.4
2021,2,2021-04-18,S37000034,75 - 84,All,164,233,-29.6
2021,2,2021-04-18,S37000034,85 and over,All,104,104.5,-0.5
2021,2,2021-04-18,S37000034,All ages,All,2873,3307.5,-13.1
