year,quarter,week_ending,hb,age_group,sex,number_attendances,average20182019,percent_variation
2020,1,2020-01-19,S08000030,75 - 84,All,119,114.5,3.9
2020,1,2020-01-19,S08000030,85 and over,All,71,71.5,-0.7
2020,1,2020-01-19,S08000030,All ages,All,1337,1258,6.3
2020,1,2020-01-19,S08000030,All ages,Female,615,608,1.2
2020,1,2020-01-19,S08000030,All ages,Male,702,646,8.7
2020,1,2020-01-19,S08000031,Under 5,All,742,812.5,-8.7
2020,1,2020-01-19,S08000031,5 - 14,All,658,595,10.6
2020,1,2020-01-19,S08000031,15 - 44,All,2329,2290,1.7
2020,1,2020-01-19,S08000031,45 - 64,All,1512,1388,8.9
2020,1,2020-01-19,S08000031,65 - 74,All,575,530,8.5
2020,1,2020-01-19,S08000031,75 - 84,All,534,503.5,6.1
2020,1,2020-01-19,S08000031,85 and over,All,333,325.5,2.3
2020,1,2020-01-19,S08000031,All ages,All,6724,6476,3.8
2020,1,2020-01-19,S08000031,All ages,Female,3316,3176,4.4
2020,1,2020-01-19,S08000031,All ages,Male,3367,3268.5,3
2020,1,2020-01-19,S08000032,Under 5,All,177,193,-8.3
2020,1,2020-01-19,S08000032,5 - 14,All,296,257.5,15
2020,1,2020-01-19,S08000032,15 - 44,All,1365,1277.5,6.8
2020,1,2020-01-19,S08000032,45 - 64,All,948,938.5,1
2020,1,2020-01-19,S08000032,65 - 74,All,440,396,11.1
2020,1,2020-01-19,S08000032,75 - 84,All,409,346,18.2
2020,1,2020-01-19,S08000032,85 and over,All,187,204.5,-8.6
2020,1,2020-01-19,S08000032,All ages,All,3855,3653,5.5
2020,1,2020-01-19,S08000032,All ages,Female,1976,1844,7.2
2020,1,2020-01-19,S08000032,All ages,Male,1846,1769,4.4
2020,1,2020-01-19,S92000003,Under 5,All,2148,2374.5,-9.5
2020,1,2020-01-19,S92000003,5 - 14,All,2414,2257,7
2020,1,2020-01-19,S92000003,15 - 44,All,8767,8371.5,4.7
2020,1,2020-01-19,S92000003,45 - 64,All,5637,5258.5,7.2
2020,1,2020-01-19,S92000003,65 - 74,All,2467,2218,11.2
2020,1,2020-01-19,S92000003,75 - 84,All,2291,2076,10.4
2020,1,2020-01-19,S92000003,85 and over,All,1296,1277,1.5
2020,1,2020-01-19,S92000003,All ages,All,25447,24196.5,5.2
2020,1,2020-01-19,S92000003,All ages,Female,12491,11792,5.9
2020,1,2020-01-19,S92000003,All ages,Male,12529,12040.5,4.1
2020,1,2020-01-26,S08000015,Under 5,All,206,203,1.5
2020,1,2020-01-26,S08000015,5 - 14,All,238,224,6.2
2020,1,2020-01-26,S08000015,15 - 44,All,678,672.5,0.8
2020,1,2020-01-26,S08000015,45 - 64,All,415,428.5,-3.2
2020,1,2020-01-26,S08000015,65 - 74,All,201,198,1.5
2020,1,2020-01-26,S08000015,75 - 84,All,191,172,11
2020,1,2020-01-26,S08000015,85 and over,All,108,100.5,7.5
2020,1,2020-01-26,S08000015,All ages,All,2047,2018.5,1.4
2020,1,2020-01-26,S08000015,All ages,Female,984,999.5,-1.6
2020,1,2020-01-26,S08000015,All ages,Male,1053,999,5.4
2020,1,2020-01-26,S08000016,Under 5,All,25,20,25
2020,1,2020-01-26,S08000016,5 - 14,All,45,36,25
2020,1,2020-01-26,S08000016,15 - 44,All,164,174,-5.7
2020,1,2020-01-26,S08000016,45 - 64,All,126,136,-7.4
2020,1,2020-01-26,S08000016,65 - 74,All,71,68,4.4
2020,1,2020-01-26,S08000016,75 - 84,All,60,77,-22.1
2020,1,2020-01-26,S08000016,85 and over,All,48,51,-5.9
2020,1,2020-01-26,S08000016,All ages,All,548,570.5,-3.9
2020,1,2020-01-26,S08000016,All ages,Female,286,292.5,-2.2
2020,1,2020-01-26,S08000016,All ages,Male,253,269.5,-6.1
2020,1,2020-01-26,S08000017,Under 5,All,80,69,15.9
2020,1,2020-01-26,S08000017,5 - 14,All,78,66,18.2
2020,1,2020-01-26,S08000017,15 - 44,All,262,261,0.4
2020,1,2020-01-26,S08000017,45 - 64,All,171,170.5,0.3
2020,1,2020-01-26,S08000017,65 - 74,All,85,88,-3.4
2020,1,2020-01-26,S08000017,75 - 84,All,79,79.5,-0.6
2020,1,2020-01-26,S08000017,85 and over,All,56,46.5,20.4
2020,1,2020-01-26,S08000017,All ages,All,827,796,3.9
2020,1,2020-01-26,S08000017,All ages,Female,389,394.5,-1.4
2020,1,2020-01-26,S08000017,All ages,Male,422,386,9.3
2020,1,2020-01-26,S08000019,Under 5,All,81,86.5,-6.4
2020,1,2020-01-26,S08000019,5 - 14,All,91,88,3.4
2020,1,2020-01-26,S08000019,15 - 44,All,459,428.5,7.1
2020,1,2020-01-26,S08000019,45 - 64,All,288,257,12.1
2020,1,2020-01-26,S08000019,65 - 74,All,121,122.5,-1.2
2020,1,2020-01-26,S08000019,75 - 84,All,137,108,26.9
2020,1,2020-01-26,S08000019,85 and over,All,59,60,-1.7
2020,1,2020-01-26,S08000019,All ages,All,1245,1195,4.2
2020,1,2020-01-26,S08000019,All ages,Female,602,563,6.9
2020,1,2020-01-26,S08000019,All ages,Male,634,587.5,7.9
2020,1,2020-01-26,S08000020,Under 5,All,182,162.5,12
2020,1,2020-01-26,S08000020,5 - 14,All,213,212.5,0.2
2020,1,2020-01-26,S08000020,15 - 44,All,721,655,10.1
2020,1,2020-01-26,S08000020,45 - 64,All,389,354,9.9
2020,1,2020-01-26,S08000020,65 - 74,All,174,153,13.7
2020,1,2020-01-26,S08000020,75 - 84,All,164,149.5,9.7
2020,1,2020-01-26,S08000020,85 and over,All,88,95.5,-7.9
2020,1,2020-01-26,S08000020,All ages,All,1965,1831.5,7.3
2020,1,2020-01-26,S08000020,All ages,Female,870,828.5,5
2020,1,2020-01-26,S08000020,All ages,Male,1061,953.5,11.3
2020,1,2020-01-26,S08000022,Under 5,All,61,52,17.3
2020,1,2020-01-26,S08000022,5 - 14,All,101,80,26.2
2020,1,2020-01-26,S08000022,15 - 44,All,335,367,-8.7
2020,1,2020-01-26,S08000022,45 - 64,All,252,246.5,2.2
2020,1,2020-01-26,S08000022,65 - 74,All,108,110,-1.8
2020,1,2020-01-26,S08000022,75 - 84,All,92,95.5,-3.7
2020,1,2020-01-26,S08000022,85 and over,All,59,49.5,19.2
2020,1,2020-01-26,S08000022,All ages,All,1043,1041,0.2
2020,1,2020-01-26,S08000022,All ages,Female,476,487.5,-2.4
2020,1,2020-01-26,S08000022,All ages,Male,532,513,3.7
2020,1,2020-01-26,S08000024,Under 5,All,608,627,-3
2020,1,2020-01-26,S08000024,5 - 14,All,595,555.5,7.1
2020,1,2020-01-26,S08000024,15 - 44,All,1505,1375.5,9.4
2020,1,2020-01-26,S08000024,45 - 64,All,835,789,5.8
2020,1,2020-01-26,S08000024,65 - 74,All,329,303,8.6
2020,1,2020-01-26,S08000024,75 - 84,All,322,290.5,10.8
2020,1,2020-01-26,S08000024,85 and over,All,199,184,8.2
2020,1,2020-01-26,S08000024,All ages,All,4539,4265,6.4
2020,1,2020-01-26,S08000024,All ages,Female,2174,2058.5,5.6
2020,1,2020-01-26,S08000024,All ages,Male,2219,2066,7.4
2020,1,2020-01-26,S08000025,Under 5,All,6,6,0
2020,1,2020-01-26,S08000025,5 - 14,All,17,6,183.3
2020,1,2020-01-26,S08000025,15 - 44,All,26,33,-21.2
2020,1,2020-01-26,S08000025,45 - 64,All,27,30.5,-11.5
2020,1,2020-01-26,S08000025,65 - 74,All,10,14.5,-31
2020,1,2020-01-26,S08000025,75 - 84,All,21,15,40
2020,1,2020-01-26,S08000025,85 and over,All,5,5,0
2020,1,2020-01-26,S08000025,All ages,All,112,110.5,1.4
2020,1,2020-01-26,S08000025,All ages,Female,39,53,-26.4
2020,1,2020-01-26,S08000025,All ages,Male,73,57,28.1
2020,1,2020-01-26,S08000026,Under 5,All,5,13.5,-63
2020,1,2020-01-26,S08000026,5 - 14,All,20,11.5,73.9
2020,1,2020-01-26,S08000026,15 - 44,All,43,43.5,-1.1
2020,1,2020-01-26,S08000026,45 - 64,All,26,25.5,2
2020,1,2020-01-26,S08000026,65 - 74,All,12,11.5,4.3
2020,1,2020-01-26,S08000026,75 - 84,All,8,12,-33.3
2020,1,2020-01-26,S08000026,85 and over,All,13,6,116.7
2020,1,2020-01-26,S08000026,All ages,All,127,130,-2.3
2020,1,2020-01-26,S08000026,All ages,Female,71,55,29.1
2020,1,2020-01-26,S08000026,All ages,Male,56,68.5,-18.2
2020,1,2020-01-26,S08000028,Under 5,All,10,7.5,33.3
2020,1,2020-01-26,S08000028,5 - 14,All,11,9,22.2
2020,1,2020-01-26,S08000028,15 - 44,All,32,30,6.7
2020,1,2020-01-26,S08000028,45 - 64,All,23,23,0
2020,1,2020-01-26,S08000028,65 - 74,All,16,13,23.1
2020,1,2020-01-26,S08000028,75 - 84,All,18,11,63.6
2020,1,2020-01-26,S08000028,85 and over,All,10,12,-16.7
2020,1,2020-01-26,S08000028,All ages,All,120,110,9.1
2020,1,2020-01-26,S08000028,All ages,Female,56,51.5,8.7
2020,1,2020-01-26,S08000028,All ages,Male,64,54,18.5
2020,1,2020-01-26,S08000029,Under 5,All,81,80,1.2
2020,1,2020-01-26,S08000029,5 - 14,All,140,105,33.3
2020,1,2020-01-26,S08000029,15 - 44,All,487,449,8.5
2020,1,2020-01-26,S08000029,45 - 64,All,263,288.5,-8.8
2020,1,2020-01-26,S08000029,65 - 74,All,123,115,7
2020,1,2020-01-26,S08000029,75 - 84,All,128,106,20.8
2020,1,2020-01-26,S08000029,85 and over,All,59,66.5,-11.3
2020,1,2020-01-26,S08000029,All ages,All,1289,1220.5,5.6
2020,1,2020-01-26,S08000029,All ages,Female,673,618.5,8.8
2020,1,2020-01-26,S08000029,All ages,Male,608,591.5,2.8
2020,1,2020-01-26,S08000030,Under 5,All,99,91,8.8
2020,1,2020-01-26,S08000030,5 - 14,All,147,127.5,15.3
2020,1,2020-01-26,S08000030,15 - 44,All,517,506,2.2
2020,1,2020-01-26,S08000030,45 - 64,All,311,294.5,5.6
2020,1,2020-01-26,S08000030,65 - 74,All,123,127,-3.1
2020,1,2020-01-26,S08000030,75 - 84,All,116,112,3.6
2020,1,2020-01-26,S08000030,85 and over,All,73,72,1.4
2020,1,2020-01-26,S08000030,All ages,All,1413,1339.5,5.5
2020,1,2020-01-26,S08000030,All ages,Female,646,640.5,0.9
2020,1,2020-01-26,S08000030,All ages,Male,740,689.5,7.3
2020,1,2020-01-26,S08000031,Under 5,All,804,844.5,-4.8
2020,1,2020-01-26,S08000031,5 - 14,All,742,709.5,4.6
2020,1,2020-01-26,S08000031,15 - 44,All,2490,2363.5,5.4
2020,1,2020-01-26,S08000031,45 - 64,All,1486,1464,1.5
2020,1,2020-01-26,S08000031,65 - 74,All,589,560.5,5.1
2020,1,2020-01-26,S08000031,75 - 84,All,508,513.5,-1.1
2020,1,2020-01-26,S08000031,85 and over,All,322,282.5,14
2020,1,2020-01-26,S08000031,All ages,All,7060,6851.5,3
2020,1,2020-01-26,S08000031,All ages,Female,3454,3340,3.4
2020,1,2020-01-26,S08000031,All ages,Male,3487,3398,2.6
2020,1,2020-01-26,S08000032,Under 5,All,197,211.5,-6.9
2020,1,2020-01-26,S08000032,5 - 14,All,323,298.5,8.2
2020,1,2020-01-26,S08000032,15 - 44,All,1401,1352,3.6
2020,1,2020-01-26,S08000032,45 - 64,All,919,1009,-8.9
2020,1,2020-01-26,S08000032,65 - 74,All,393,469,-16.2
2020,1,2020-01-26,S08000032,75 - 84,All,403,400.5,0.6
2020,1,2020-01-26,S08000032,85 and over,All,187,186.5,0.3
2020,1,2020-01-26,S08000032,All ages,All,3848,3954,-2.7
2020,1,2020-01-26,S08000032,All ages,Female,1959,1949.5,0.5
2020,1,2020-01-26,S08000032,All ages,Male,1864,1977.5,-5.7
2020,1,2020-01-26,S92000003,Under 5,All,2445,2474,-1.2
2020,1,2020-01-26,S92000003,5 - 14,All,2761,2529,9.2
2020,1,2020-01-26,S92000003,15 - 44,All,9120,8710.5,4.7
2020,1,2020-01-26,S92000003,45 - 64,All,5531,5516.5,0.3
2020,1,2020-01-26,S92000003,65 - 74,All,2355,2353,0.1
2020,1,2020-01-26,S92000003,75 - 84,All,2247,2142,4.9
2020,1,2020-01-26,S92000003,85 and over,All,1286,1217.5,5.6
2020,1,2020-01-26,S92000003,All ages,All,26183,25433.5,2.9
2020,1,2020-01-26,S92000003,All ages,Female,12679,12332,2.8
2020,1,2020-01-26,S92000003,All ages,Male,13066,12610.5,3.6
2020,1,2020-02-02,S08000015,Under 5,All,190,211.5,-10.2
2020,1,2020-02-02,S08000015,5 - 14,All,239,230,3.9
2020,1,2020-02-02,S08000015,15 - 44,All,701,683,2.6
2020,1,2020-02-02,S08000015,45 - 64,All,429,428,0.2
2020,1,2020-02-02,S08000015,65 - 74,All,216,206.5,4.6
2020,1,2020-02-02,S08000015,75 - 84,All,159,177,-10.2
2020,1,2020-02-02,S08000015,85 and over,All,96,86,11.6
2020,1,2020-02-02,S08000015,All ages,All,2048,2037,0.5
2020,1,2020-02-02,S08000015,All ages,Female,983,1005.5,-2.2
2020,1,2020-02-02,S08000015,All ages,Male,1047,1016.5,3
2020,1,2020-02-02,S08000016,Under 5,All,38,19,100
2020,1,2020-02-02,S08000016,5 - 14,All,36,37,-2.7
2020,1,2020-02-02,S08000016,15 - 44,All,170,148,14.9
2020,1,2020-02-02,S08000016,45 - 64,All,136,120,13.3
2020,1,2020-02-02,S08000016,65 - 74,All,86,71.5,20.3
2020,1,2020-02-02,S08000016,75 - 84,All,77,67,14.9
2020,1,2020-02-02,S08000016,85 and over,All,52,44,18.2
2020,1,2020-02-02,S08000016,All ages,All,597,512.5,16.5
2020,1,2020-02-02,S08000016,All ages,Female,299,249,20.1
2020,1,2020-02-02,S08000016,All ages,Male,296,257.5,15
2020,1,2020-02-02,S08000017,Under 5,All,76,75,1.3
2020,1,2020-02-02,S08000017,5 - 14,All,84,82.5,1.8
2020,1,2020-02-02,S08000017,15 - 44,All,248,276,-10.1
2020,1,2020-02-02,S08000017,45 - 64,All,173,176,-1.7
2020,1,2020-02-02,S08000017,65 - 74,All,85,101,-15.8
2020,1,2020-02-02,S08000017,75 - 84,All,95,77.5,22.6
2020,1,2020-02-02,S08000017,85 and over,All,64,49,30.6
2020,1,2020-02-02,S08000017,All ages,All,842,840.5,0.2
2020,1,2020-02-02,S08000017,All ages,Female,407,429,-5.1
2020,1,2020-02-02,S08000017,All ages,Male,418,408,2.5
2020,1,2020-02-02,S08000019,Under 5,All,85,86,-1.2
2020,1,2020-02-02,S08000019,5 - 14,All,88,84,4.8
2020,1,2020-02-02,S08000019,15 - 44,All,414,413,0.2
2020,1,2020-02-02,S08000019,45 - 64,All,269,255,5.5
2020,1,2020-02-02,S08000019,65 - 74,All,124,108,14.8
2020,1,2020-02-02,S08000019,75 - 84,All,110,114,-3.5
2020,1,2020-02-02,S08000019,85 and over,All,68,62.5,8.8
2020,1,2020-02-02,S08000019,All ages,All,1171,1162.5,0.7
2020,1,2020-02-02,S08000019,All ages,Female,588,526,11.8
2020,1,2020-02-02,S08000019,All ages,Male,570,596.5,-4.4
2020,1,2020-02-02,S08000020,Under 5,All,169,158,7
2020,1,2020-02-02,S08000020,5 - 14,All,217,215,0.9
2020,1,2020-02-02,S08000020,15 - 44,All,761,699.5,8.8
2020,1,2020-02-02,S08000020,45 - 64,All,417,381.5,9.3
2020,1,2020-02-02,S08000020,65 - 74,All,181,155.5,16.4
2020,1,2020-02-02,S08000020,75 - 84,All,160,151.5,5.6
2020,1,2020-02-02,S08000020,85 and over,All,95,83,14.5
2020,1,2020-02-02,S08000020,All ages,All,2039,1898,7.4
2020,1,2020-02-02,S08000020,All ages,Female,984,894.5,10
2020,1,2020-02-02,S08000020,All ages,Male,1016,949.5,7
2020,1,2020-02-02,S08000022,Under 5,All,55,56,-1.8
2020,1,2020-02-02,S08000022,5 - 14,All,116,101.5,14.3
2020,1,2020-02-02,S08000022,15 - 44,All,394,390.5,0.9
2020,1,2020-02-02,S08000022,45 - 64,All,227,244.5,-7.2
2020,1,2020-02-02,S08000022,65 - 74,All,117,108.5,7.8
2020,1,2020-02-02,S08000022,75 - 84,All,123,111.5,10.3
2020,1,2020-02-02,S08000022,85 and over,All,65,57.5,13
2020,1,2020-02-02,S08000022,All ages,All,1128,1118,0.9
2020,1,2020-02-02,S08000022,All ages,Female,538,512,5.1
2020,1,2020-02-02,S08000022,All ages,Male,559,558,0.2
2020,1,2020-02-02,S08000024,Under 5,All,572,659.5,-13.3
2020,1,2020-02-02,S08000024,5 - 14,All,573,559.5,2.4
2020,1,2020-02-02,S08000024,15 - 44,All,1518,1418,7.1
2020,1,2020-02-02,S08000024,45 - 64,All,839,782,7.3
2020,1,2020-02-02,S08000024,65 - 74,All,362,317,14.2
2020,1,2020-02-02,S08000024,75 - 84,All,310,300.5,3.2
2020,1,2020-02-02,S08000024,85 and over,All,208,181.5,14.6
2020,1,2020-02-02,S08000024,All ages,All,4565,4339,5.2
2020,1,2020-02-02,S08000024,All ages,Female,2235,2124,5.2
2020,1,2020-02-02,S08000024,All ages,Male,2147,2094,2.5
2020,1,2020-02-02,S08000025,Under 5,All,7,6,16.7
2020,1,2020-02-02,S08000025,5 - 14,All,7,10,-30
2020,1,2020-02-02,S08000025,15 - 44,All,40,44,-9.1
2020,1,2020-02-02,S08000025,45 - 64,All,30,27.5,9.1
2020,1,2020-02-02,S08000025,65 - 74,All,14,10.5,33.3
2020,1,2020-02-02,S08000025,75 - 84,All,16,14,14.3
2020,1,2020-02-02,S08000025,85 and over,All,10,9,11.1
2020,1,2020-02-02,S08000025,All ages,All,125,123.5,1.2
2020,1,2020-02-02,S08000025,All ages,Female,60,56.5,6.2
2020,1,2020-02-02,S08000025,All ages,Male,64,64.5,-0.8
2020,1,2020-02-02,S08000026,Under 5,All,21,8.5,147.1
2020,1,2020-02-02,S08000026,5 - 14,All,14,15.5,-9.7
2020,1,2020-02-02,S08000026,15 - 44,All,41,42.5,-3.5
2020,1,2020-02-02,S08000026,45 - 64,All,31,37.5,-17.3
2020,1,2020-02-02,S08000026,65 - 74,All,21,16.5,27.3
2020,1,2020-02-02,S08000026,75 - 84,All,15,13.5,11.1
2020,1,2020-02-02,S08000026,85 and over,All,8,9,-11.1
2020,1,2020-02-02,S08000026,All ages,All,159,153,3.9
2020,1,2020-02-02,S08000026,All ages,Female,82,67,22.4
2020,1,2020-02-02,S08000026,All ages,Male,69,76,-9.2
2020,1,2020-02-02,S08000028,Under 5,All,7,10.5,-33.3
2020,1,2020-02-02,S08000028,5 - 14,All,13,15,-13.3
2020,1,2020-02-02,S08000028,15 - 44,All,28,33.5,-16.4
2020,1,2020-02-02,S08000028,45 - 64,All,31,34,-8.8
2020,1,2020-02-02,S08000028,65 - 74,All,16,17,-5.9
2020,1,2020-02-02,S08000028,75 - 84,All,19,18,5.6
2020,1,2020-02-02,S08000028,All ages,All,119,138,-13.8
2020,1,2020-02-02,S08000028,All ages,Female,56,74.5,-24.8
2020,1,2020-02-02,S08000028,All ages,Male,62,60.5,2.5
2020,1,2020-02-02,S08000029,Under 5,All,106,95.5,11
2020,1,2020-02-02,S08000029,5 - 14,All,127,108.5,17.1
2020,1,2020-02-02,S08000029,15 - 44,All,433,466,-7.1
2020,1,2020-02-02,S08000029,45 - 64,All,268,258.5,3.7
2020,1,2020-02-02,S08000029,65 - 74,All,95,112,-15.2
2020,1,2020-02-02,S08000029,75 - 84,All,127,113,12.4
2020,1,2020-02-02,S08000029,85 and over,All,80,68.5,16.8
2020,1,2020-02-02,S08000029,All ages,All,1252,1234,1.5
2020,1,2020-02-02,S08000029,All ages,Female,619,583,6.2
2020,1,2020-02-02,S08000029,All ages,Male,617,639,-3.4
2020,1,2020-02-02,S08000030,Under 5,All,105,88,19.3
2020,1,2020-02-02,S08000030,5 - 14,All,138,127.5,8.2
2020,1,2020-02-02,S08000030,15 - 44,All,565,562,0.5
2020,1,2020-02-02,S08000030,45 - 64,All,288,279,3.2
2020,1,2020-02-02,S08000030,65 - 74,All,144,111.5,29.1
2020,1,2020-02-02,S08000030,75 - 84,All,99,119.5,-17.2
2020,1,2020-02-02,S08000030,85 and over,All,96,85.5,12.3
2020,1,2020-02-02,S08000030,All ages,All,1457,1377.5,5.8
2020,1,2020-02-02,S08000030,All ages,Female,702,646,8.7
2020,1,2020-02-02,S08000030,All ages,Male,733,727,0.8
2020,1,2020-02-02,S08000031,Under 5,All,775,846.5,-8.4
2020,1,2020-02-02,S08000031,5 - 14,All,672,693,-3
2020,1,2020-02-02,S08000031,15 - 44,All,2352,2411.5,-2.5
2020,1,2020-02-02,S08000031,45 - 64,All,1404,1449,-3.1
2020,1,2020-02-02,S08000031,65 - 74,All,572,527.5,8.4
2020,1,2020-02-02,S08000031,75 - 84,All,542,526.5,2.9
2020,1,2020-02-02,S08000031,85 and over,All,335,299,12
2020,1,2020-02-02,S08000031,All ages,All,6772,6803.5,-0.5
2020,1,2020-02-02,S08000031,All ages,Female,3218,3343.5,-3.8
2020,1,2020-02-02,S08000031,All ages,Male,3434,3409.5,0.7
2020,1,2020-02-02,S08000032,Under 5,All,196,202.5,-3.2
2020,1,2020-02-02,S08000032,5 - 14,All,304,316,-3.8
2020,1,2020-02-02,S08000032,15 - 44,All,1395,1401.5,-0.5
2020,1,2020-02-02,S08000032,45 - 64,All,1027,979.5,4.8
2020,1,2020-02-02,S08000032,65 - 74,All,424,426.5,-0.6
2020,1,2020-02-02,S08000032,75 - 84,All,406,371,9.4
2020,1,2020-02-02,S08000032,85 and over,All,194,190.5,1.8
2020,1,2020-02-02,S08000032,All ages,All,3976,3916.5,1.5
2020,1,2020-02-02,S08000032,All ages,Female,2010,1979,1.6
2020,1,2020-02-02,S08000032,All ages,Male,1936,1908.5,1.4
2020,1,2020-02-02,S92000003,Under 5,All,2402,2522.5,-4.8
2020,1,2020-02-02,S92000003,5 - 14,All,2628,2595,1.3
2020,1,2020-02-02,S92000003,15 - 44,All,9060,8989,0.8
2020,1,2020-02-02,S92000003,45 - 64,All,5569,5452,2.1
2020,1,2020-02-02,S92000003,65 - 74,All,2457,2289.5,7.3
2020,1,2020-02-02,S92000003,75 - 84,All,2258,2174.5,3.8
2020,1,2020-02-02,S92000003,85 and over,All,1375,1232,11.6
2020,1,2020-02-02,S92000003,All ages,All,26250,25653.5,2.3
2020,1,2020-02-02,S92000003,All ages,Female,12781,12489.5,2.3
2020,1,2020-02-02,S92000003,All ages,Male,12968,12765,1.6
2020,1,2020-02-09,S08000015,Under 5,All,177,214,-17.3
2020,1,2020-02-09,S08000015,5 - 14,All,209,212.5,-1.6
2020,1,2020-02-09,S08000015,15 - 44,All,638,682.5,-6.5
2020,1,2020-02-09,S08000015,45 - 64,All,390,423.5,-7.9
2020,1,2020-02-09,S08000015,65 - 74,All,205,193,6.2
2020,1,2020-02-09,S08000015,75 - 84,All,178,176,1.1
2020,1,2020-02-09,S08000015,85 and over,All,82,112.5,-27.1
2020,1,2020-02-09,S08000015,All ages,All,1897,2020,-6.1
2020,1,2020-02-09,S08000015,All ages,Female,934,995,-6.1
2020,1,2020-02-09,S08000015,All ages,Male,945,1019,-7.3
2020,1,2020-02-09,S08000016,Under 5,All,30,25.5,17.6
2020,1,2020-02-09,S08000016,5 - 14,All,41,41,0
2020,1,2020-02-09,S08000016,15 - 44,All,159,166.5,-4.5
2020,1,2020-02-09,S08000016,45 - 64,All,141,141.5,-0.4
2020,1,2020-02-09,S08000016,65 - 74,All,70,78.5,-10.8
2020,1,2020-02-09,S08000016,75 - 84,All,67,74,-9.5
2020,1,2020-02-09,S08000016,85 and over,All,55,54,1.9
2020,1,2020-02-09,S08000016,All ages,All,569,584,-2.6
2020,1,2020-02-09,S08000016,All ages,Female,286,298.5,-4.2
2020,1,2020-02-09,S08000016,All ages,Male,277,282.5,-1.9
2020,1,2020-02-09,S08000017,Under 5,All,69,83,-16.9
2020,1,2020-02-09,S08000017,5 - 14,All,74,94,-21.3
2020,1,2020-02-09,S08000017,15 - 44,All,273,293,-6.8
2020,1,2020-02-09,S08000017,45 - 64,All,170,183,-7.1
2020,1,2020-02-09,S08000017,65 - 74,All,89,94,-5.3
2020,1,2020-02-09,S08000017,75 - 84,All,92,82,12.2
2020,1,2020-02-09,S08000017,85 and over,All,59,43,37.2
2020,1,2020-02-09,S08000017,All ages,All,838,872.5,-4
2020,1,2020-02-09,S08000017,All ages,Female,439,444,-1.1
2020,1,2020-02-09,S08000017,All ages,Male,387,428,-9.6
2020,1,2020-02-09,S08000019,Under 5,All,98,80.5,21.7
2020,1,2020-02-09,S08000019,5 - 14,All,110,88.5,24.3
2020,1,2020-02-09,S08000019,15 - 44,All,416,413,0.7
2020,1,2020-02-09,S08000019,45 - 64,All,256,262.5,-2.5
2020,1,2020-02-09,S08000019,65 - 74,All,125,114,9.6
2020,1,2020-02-09,S08000019,75 - 84,All,135,100.5,34.3
2020,1,2020-02-09,S08000019,85 and over,All,71,42.5,67.1
2020,1,2020-02-09,S08000019,All ages,All,1231,1152,6.9
2020,1,2020-02-09,S08000019,All ages,Female,590,522,13
2020,1,2020-02-09,S08000019,All ages,Male,621,579.5,7.2
2020,1,2020-02-09,S08000020,Under 5,All,154,161.5,-4.6
2020,1,2020-02-09,S08000020,5 - 14,All,242,189.5,27.7
2020,1,2020-02-09,S08000020,15 - 44,All,706,706.5,-0.1
2020,1,2020-02-09,S08000020,45 - 64,All,386,419,-7.9
2020,1,2020-02-09,S08000020,65 - 74,All,200,167,19.8
2020,1,2020-02-09,S08000020,75 - 84,All,140,143.5,-2.4
2020,1,2020-02-09,S08000020,85 and over,All,95,96,-1
2020,1,2020-02-09,S08000020,All ages,All,1963,1934.5,1.5
2020,1,2020-02-09,S08000020,All ages,Female,950,913,4.1
2020,1,2020-02-09,S08000020,All ages,Male,973,970,0.3
2020,1,2020-02-09,S08000022,Under 5,All,62,60.5,2.5
2020,1,2020-02-09,S08000022,5 - 14,All,113,95,18.9
2020,1,2020-02-09,S08000022,15 - 44,All,388,386.5,0.4
2020,1,2020-02-09,S08000022,45 - 64,All,249,257.5,-3.3
2020,1,2020-02-09,S08000022,65 - 74,All,107,122,-12.3
2020,1,2020-02-09,S08000022,75 - 84,All,98,92,6.5
2020,1,2020-02-09,S08000022,85 and over,All,55,56,-1.8
2020,1,2020-02-09,S08000022,All ages,All,1116,1111,0.5
2020,1,2020-02-09,S08000022,All ages,Female,516,501.5,2.9
2020,1,2020-02-09,S08000022,All ages,Male,556,568,-2.1
2020,1,2020-02-09,S08000024,Under 5,All,604,686.5,-12
2020,1,2020-02-09,S08000024,5 - 14,All,534,565,-5.5
2020,1,2020-02-09,S08000024,15 - 44,All,1532,1413.5,8.4
2020,1,2020-02-09,S08000024,45 - 64,All,873,803,8.7
2020,1,2020-02-09,S08000024,65 - 74,All,319,331.5,-3.8
2020,1,2020-02-09,S08000024,75 - 84,All,284,310.5,-8.5
2020,1,2020-02-09,S08000024,85 and over,All,196,176,11.4
2020,1,2020-02-09,S08000024,All ages,All,4542,4434.5,2.4
2020,1,2020-02-09,S08000024,All ages,Female,2194,2113.5,3.8
2020,1,2020-02-09,S08000024,All ages,Male,2148,2172.5,-1.1
2020,1,2020-02-09,S08000025,Under 5,All,12,4.5,166.7
2020,1,2020-02-09,S08000025,5 - 14,All,16,8,100
2020,1,2020-02-09,S08000025,15 - 44,All,31,40,-22.5
2020,1,2020-02-09,S08000025,45 - 64,All,30,24,25
2020,1,2020-02-09,S08000025,65 - 74,All,13,15.5,-16.1
2020,1,2020-02-09,S08000025,75 - 84,All,14,17,-17.6
2020,1,2020-02-09,S08000025,85 and over,All,12,9.5,26.3
