year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2020,1,2020-01-19,S92000003,15 - 44,All,2332,2487.5,-6.3
2020,1,2020-01-19,S92000003,45 - 64,All,2592,2615.5,-0.9
2020,1,2020-01-19,S92000003,65 - 74,All,1809,1817.5,-0.5
2020,1,2020-01-19,S92000003,75 - 84,All,2308,2285.5,1
2020,1,2020-01-19,S92000003,85 and over,All,1803,1819,-0.9
2020,1,2020-01-19,S92000003,All ages,All,11999,12232,-1.9
2020,1,2020-01-19,S92000003,All ages,Female,5731,5764.5,-0.6
2020,1,2020-01-19,S92000003,All ages,Male,5255,5478,-4.1
2020,1,2020-01-26,S08000015,Under 5,All,30,32.5,-7.7
2020,1,2020-01-26,S08000015,5 - 14,All,20,17.5,14.3
2020,1,2020-01-26,S08000015,15 - 44,All,170,185.5,-8.4
2020,1,2020-01-26,S08000015,45 - 64,All,178,220.5,-19.3
2020,1,2020-01-26,S08000015,65 - 74,All,143,167.5,-14.6
2020,1,2020-01-26,S08000015,75 - 84,All,228,201.5,13.2
2020,1,2020-01-26,S08000015,85 and over,All,154,162.5,-5.2
2020,1,2020-01-26,S08000015,All ages,All,949,1023.5,-7.3
2020,1,2020-01-26,S08000015,All ages,Female,508,499,1.8
2020,1,2020-01-26,S08000015,All ages,Male,397,453.5,-12.5
2020,1,2020-01-26,S08000016,Under 5,All,6,4,50
2020,1,2020-01-26,S08000016,15 - 44,All,52,45,15.6
2020,1,2020-01-26,S08000016,45 - 64,All,51,58,-12.1
2020,1,2020-01-26,S08000016,65 - 74,All,47,51,-7.8
2020,1,2020-01-26,S08000016,75 - 84,All,50,67.5,-25.9
2020,1,2020-01-26,S08000016,85 and over,All,54,55.5,-2.7
2020,1,2020-01-26,S08000016,All ages,All,272,296,-8.1
2020,1,2020-01-26,S08000016,All ages,Female,142,148.5,-4.4
2020,1,2020-01-26,S08000016,All ages,Male,115,128,-10.2
2020,1,2020-01-26,S08000017,Under 5,All,9,9.5,-5.3
2020,1,2020-01-26,S08000017,5 - 14,All,5,3,66.7
2020,1,2020-01-26,S08000017,15 - 44,All,54,58,-6.9
2020,1,2020-01-26,S08000017,45 - 64,All,63,64.5,-2.3
2020,1,2020-01-26,S08000017,65 - 74,All,74,73,1.4
2020,1,2020-01-26,S08000017,75 - 84,All,91,89,2.2
2020,1,2020-01-26,S08000017,85 and over,All,69,65,6.2
2020,1,2020-01-26,S08000017,All ages,All,378,372.5,1.5
2020,1,2020-01-26,S08000017,All ages,Female,179,175.5,2
2020,1,2020-01-26,S08000017,All ages,Male,177,172,2.9
2020,1,2020-01-26,S08000019,Under 5,All,13,19,-31.6
2020,1,2020-01-26,S08000019,5 - 14,All,10,15,-33.3
2020,1,2020-01-26,S08000019,15 - 44,All,127,137,-7.3
2020,1,2020-01-26,S08000019,45 - 64,All,134,122.5,9.4
2020,1,2020-01-26,S08000019,65 - 74,All,86,103,-16.5
2020,1,2020-01-26,S08000019,75 - 84,All,116,118.5,-2.1
2020,1,2020-01-26,S08000019,85 and over,All,78,74.5,4.7
2020,1,2020-01-26,S08000019,All ages,All,593,621,-4.5
2020,1,2020-01-26,S08000019,All ages,Female,290,287,1
2020,1,2020-01-26,S08000019,All ages,Male,255,289,-11.8
2020,1,2020-01-26,S08000020,Under 5,All,48,38.5,24.7
2020,1,2020-01-26,S08000020,5 - 14,All,14,18.5,-24.3
2020,1,2020-01-26,S08000020,15 - 44,All,249,239.5,4
2020,1,2020-01-26,S08000020,45 - 64,All,250,237.5,5.3
2020,1,2020-01-26,S08000020,65 - 74,All,176,164.5,7
2020,1,2020-01-26,S08000020,75 - 84,All,233,217.5,7.1
2020,1,2020-01-26,S08000020,85 and over,All,170,199.5,-14.8
2020,1,2020-01-26,S08000020,All ages,All,1188,1170,1.5
2020,1,2020-01-26,S08000028,All ages,Female,31,33,-6.1
2020,1,2020-01-26,S08000020,All ages,Female,550,544.5,1
2020,1,2020-01-26,S08000020,All ages,Male,544,523.5,3.9
2020,1,2020-01-26,S08000022,Under 5,All,47,27.5,70.9
2020,1,2020-01-26,S08000022,5 - 14,All,14,9,55.6
2020,1,2020-01-26,S08000022,15 - 44,All,140,130.5,7.3
2020,1,2020-01-26,S08000022,45 - 64,All,163,140,16.4
2020,1,2020-01-26,S08000022,65 - 74,All,106,116,-8.6
2020,1,2020-01-26,S08000022,75 - 84,All,152,175,-13.1
2020,1,2020-01-26,S08000022,85 and over,All,112,127.5,-12.2
2020,1,2020-01-26,S08000022,All ages,All,770,767.5,0.3
2020,1,2020-01-26,S08000022,All ages,Female,366,366,0
2020,1,2020-01-26,S08000022,All ages,Male,331,332.5,-0.5
2020,1,2020-01-26,S08000024,Under 5,All,46,77.5,-40.6
2020,1,2020-01-26,S08000024,5 - 14,All,43,40.5,6.2
2020,1,2020-01-26,S08000024,15 - 44,All,410,421,-2.6
2020,1,2020-01-26,S08000024,45 - 64,All,344,384,-10.4
2020,1,2020-01-26,S08000024,65 - 74,All,241,220,9.5
2020,1,2020-01-26,S08000024,75 - 84,All,310,278.5,11.3
2020,1,2020-01-26,S08000024,85 and over,All,241,206,17
2020,1,2020-01-26,S08000024,All ages,All,1749,1740,0.5
2020,1,2020-01-26,S08000024,All ages,Female,844,819.5,3
2020,1,2020-01-26,S08000024,All ages,Male,719,739,-2.7
2020,1,2020-01-26,S08000025,15 - 44,All,7,9,-22.2
2020,1,2020-01-26,S08000025,45 - 64,All,9,8,12.5
2020,1,2020-01-26,S08000025,65 - 74,All,10,9,11.1
2020,1,2020-01-26,S08000025,75 - 84,All,15,13,15.4
2020,1,2020-01-26,S08000025,All ages,All,45,49,-8.2
2020,1,2020-01-26,S08000025,All ages,Female,22,20.5,7.3
2020,1,2020-01-26,S08000025,All ages,Male,22,22.5,-2.2
2020,1,2020-01-26,S08000026,15 - 44,All,9,6,50
2020,1,2020-01-26,S08000026,45 - 64,All,13,9.5,36.8
2020,1,2020-01-26,S08000026,65 - 74,All,10,5,100
2020,1,2020-01-26,S08000026,85 and over,All,7,4.5,55.6
2020,1,2020-01-26,S08000026,All ages,All,47,38.5,22.1
2020,1,2020-01-26,S08000026,All ages,Female,26,13.5,92.6
2020,1,2020-01-26,S08000026,All ages,Male,20,22.5,-11.1
2020,1,2020-01-26,S08000028,15 - 44,All,8,6,33.3
2020,1,2020-01-26,S08000028,45 - 64,All,10,18.5,-45.9
2020,1,2020-01-26,S08000028,65 - 74,All,12,10,20
2020,1,2020-01-26,S08000028,75 - 84,All,17,16.5,3
2020,1,2020-01-26,S08000028,85 and over,All,13,14.5,-10.3
2020,1,2020-01-26,S08000028,All ages,All,65,70.5,-7.8
2020,1,2020-01-26,S08000028,All ages,Male,29,29,0
2020,1,2020-01-26,S08000029,Under 5,All,29,30,-3.3
2020,1,2020-01-26,S08000029,5 - 14,All,23,19.5,17.9
2020,1,2020-01-26,S08000029,15 - 44,All,165,183,-9.8
2020,1,2020-01-26,S08000029,45 - 64,All,186,189,-1.6
2020,1,2020-01-26,S08000029,65 - 74,All,124,132.5,-6.4
2020,1,2020-01-26,S08000029,75 - 84,All,187,155,20.6
2020,1,2020-01-26,S08000029,85 and over,All,126,133.5,-5.6
2020,1,2020-01-26,S08000029,All ages,All,867,870,-0.3
2020,1,2020-01-26,S08000029,All ages,Female,424,435,-2.5
2020,1,2020-01-26,S08000029,All ages,Male,391,385.5,1.4
2020,1,2020-01-26,S08000030,Under 5,All,39,29,34.5
2020,1,2020-01-26,S08000030,5 - 14,All,14,18.5,-24.3
2020,1,2020-01-26,S08000030,15 - 44,All,179,191.5,-6.5
2020,1,2020-01-26,S08000030,45 - 64,All,204,193,5.7
2020,1,2020-01-26,S08000030,65 - 74,All,159,142.5,11.6
2020,1,2020-01-26,S08000030,75 - 84,All,186,169.5,9.7
2020,1,2020-01-26,S08000030,85 and over,All,148,139.5,6.1
2020,1,2020-01-26,S08000030,All ages,All,965,917,5.2
2020,1,2020-01-26,S08000030,All ages,Female,431,426,1.2
2020,1,2020-01-26,S08000030,All ages,Male,468,435,7.6
2020,1,2020-01-26,S08000031,Under 5,All,82,93,-11.8
2020,1,2020-01-26,S08000031,5 - 14,All,52,57.5,-9.6
2020,1,2020-01-26,S08000031,15 - 44,All,610,585,4.3
2020,1,2020-01-26,S08000031,45 - 64,All,621,670.5,-7.4
2020,1,2020-01-26,S08000031,65 - 74,All,386,392,-1.5
2020,1,2020-01-26,S08000031,75 - 84,All,458,475.5,-3.7
2020,1,2020-01-26,S08000031,85 and over,All,324,352,-8
2020,1,2020-01-26,S08000031,All ages,All,2707,2796,-3.2
2020,1,2020-01-26,S08000031,All ages,Female,1274,1326.5,-4
2020,1,2020-01-26,S08000031,All ages,Male,1180,1205.5,-2.1
2020,1,2020-01-26,S08000032,Under 5,All,58,62.5,-7.2
2020,1,2020-01-26,S08000032,5 - 14,All,32,28.5,12.3
2020,1,2020-01-26,S08000032,15 - 44,All,315,302,4.3
2020,1,2020-01-26,S08000032,45 - 64,All,315,353.5,-10.9
2020,1,2020-01-26,S08000032,65 - 74,All,208,260.5,-20.2
2020,1,2020-01-26,S08000032,75 - 84,All,307,279.5,9.8
2020,1,2020-01-26,S08000032,85 and over,All,191,181,5.5
2020,1,2020-01-26,S08000032,All ages,All,1489,1527,-2.5
2020,1,2020-01-26,S08000032,All ages,Female,737,728,1.2
2020,1,2020-01-26,S08000032,All ages,Male,655,700.5,-6.5
2020,1,2020-01-26,S92000003,Under 5,All,412,431,-4.4
2020,1,2020-01-26,S92000003,5 - 14,All,232,234.5,-1.1
2020,1,2020-01-26,S92000003,15 - 44,All,2503,2506,-0.1
2020,1,2020-01-26,S92000003,45 - 64,All,2544,2674.5,-4.9
2020,1,2020-01-26,S92000003,65 - 74,All,1784,1849,-3.5
2020,1,2020-01-26,S92000003,75 - 84,All,2354,2265,3.9
2020,1,2020-01-26,S92000003,85 and over,All,1691,1722.5,-1.8
2020,1,2020-01-26,S92000003,All ages,All,12103,12282.5,-1.5
2020,1,2020-01-26,S92000003,All ages,Female,5830,5832.5,0
2020,1,2020-01-26,S92000003,All ages,Male,5311,5447.5,-2.5
2020,1,2020-02-02,S08000015,Under 5,All,24,37.5,-36
2020,1,2020-02-02,S08000015,5 - 14,All,17,24,-29.2
2020,1,2020-02-02,S08000015,15 - 44,All,176,201,-12.4
2020,1,2020-02-02,S08000015,45 - 64,All,189,229,-17.5
2020,1,2020-02-02,S08000015,65 - 74,All,169,178,-5.1
2020,1,2020-02-02,S08000015,75 - 84,All,201,220,-8.6
2020,1,2020-02-02,S08000015,85 and over,All,150,161,-6.8
2020,1,2020-02-02,S08000015,All ages,All,972,1092.5,-11
2020,1,2020-02-02,S08000015,All ages,Female,461,522.5,-11.8
2020,1,2020-02-02,S08000015,All ages,Male,438,496.5,-11.8
2020,1,2020-02-02,S08000016,Under 5,All,8,7.5,6.7
2020,1,2020-02-02,S08000016,15 - 44,All,38,47.5,-20
2020,1,2020-02-02,S08000016,45 - 64,All,50,63,-20.6
2020,1,2020-02-02,S08000016,65 - 74,All,53,49,8.2
2020,1,2020-02-02,S08000016,75 - 84,All,70,60.5,15.7
2020,1,2020-02-02,S08000016,85 and over,All,58,48.5,19.6
2020,1,2020-02-02,S08000016,All ages,All,289,289.5,-0.2
2020,1,2020-02-02,S08000016,All ages,Female,145,137,5.8
2020,1,2020-02-02,S08000016,All ages,Male,130,133,-2.3
2020,1,2020-02-02,S08000017,Under 5,All,16,7.5,113.3
2020,1,2020-02-02,S08000017,5 - 14,All,5,6.5,-23.1
2020,1,2020-02-02,S08000017,15 - 44,All,56,54,3.7
2020,1,2020-02-02,S08000017,45 - 64,All,69,71,-2.8
2020,1,2020-02-02,S08000017,65 - 74,All,62,73.5,-15.6
2020,1,2020-02-02,S08000017,75 - 84,All,80,87.5,-8.6
2020,1,2020-02-02,S08000017,85 and over,All,75,63.5,18.1
2020,1,2020-02-02,S08000017,All ages,All,378,377.5,0.1
2020,1,2020-02-02,S08000017,All ages,Female,194,187.5,3.5
2020,1,2020-02-02,S08000017,All ages,Male,160,166.5,-3.9
2020,1,2020-02-02,S08000019,Under 5,All,24,22.5,6.7
2020,1,2020-02-02,S08000019,5 - 14,All,18,13,38.5
2020,1,2020-02-02,S08000019,15 - 44,All,139,135,3
2020,1,2020-02-02,S08000019,45 - 64,All,135,156.5,-13.7
2020,1,2020-02-02,S08000019,65 - 74,All,81,86.5,-6.4
2020,1,2020-02-02,S08000019,75 - 84,All,122,131.5,-7.2
2020,1,2020-02-02,S08000019,85 and over,All,89,82,8.5
2020,1,2020-02-02,S08000019,All ages,All,631,651,-3.1
2020,1,2020-02-02,S08000019,All ages,Female,324,298.5,8.5
2020,1,2020-02-02,S08000019,All ages,Male,269,307,-12.4
2020,1,2020-02-02,S08000020,Under 5,All,44,41,7.3
2020,1,2020-02-02,S08000020,5 - 14,All,28,33,-15.2
2020,1,2020-02-02,S08000020,15 - 44,All,269,230.5,16.7
2020,1,2020-02-02,S08000020,45 - 64,All,242,238.5,1.5
2020,1,2020-02-02,S08000020,65 - 74,All,161,166,-3
2020,1,2020-02-02,S08000020,75 - 84,All,232,249.5,-7
2020,1,2020-02-02,S08000020,85 and over,All,172,177.5,-3.1
2020,1,2020-02-02,S08000020,All ages,All,1192,1191.5,0
2020,1,2020-02-02,S08000020,All ages,Female,582,570.5,2
2020,1,2020-02-02,S08000020,All ages,Male,527,520.5,1.2
2020,1,2020-02-02,S08000022,Under 5,All,18,26,-30.8
2020,1,2020-02-02,S08000022,5 - 14,All,16,15.5,3.2
2020,1,2020-02-02,S08000022,15 - 44,All,127,144,-11.8
2020,1,2020-02-02,S08000022,45 - 64,All,138,168,-17.9
2020,1,2020-02-02,S08000022,65 - 74,All,134,125,7.2
2020,1,2020-02-02,S08000022,75 - 84,All,156,175,-10.9
2020,1,2020-02-02,S08000022,85 and over,All,134,143,-6.3
2020,1,2020-02-02,S08000022,All ages,All,773,847,-8.7
2020,1,2020-02-02,S08000022,All ages,Female,373,398,-6.3
2020,1,2020-02-02,S08000022,All ages,Male,320,364,-12.1
2020,1,2020-02-02,S08000024,Under 5,All,63,78,-19.2
2020,1,2020-02-02,S08000024,5 - 14,All,31,46,-32.6
2020,1,2020-02-02,S08000024,15 - 44,All,396,445.5,-11.1
2020,1,2020-02-02,S08000024,45 - 64,All,372,384.5,-3.3
2020,1,2020-02-02,S08000024,65 - 74,All,251,212,18.4
2020,1,2020-02-02,S08000024,75 - 84,All,285,263,8.4
2020,1,2020-02-02,S08000024,85 and over,All,236,202,16.8
2020,1,2020-02-02,S08000024,All ages,All,1744,1732.5,0.7
2020,1,2020-02-02,S08000024,All ages,Female,825,817,1
2020,1,2020-02-02,S08000024,All ages,Male,750,738,1.6
2020,1,2020-02-02,S08000025,15 - 44,All,9,9,0
2020,1,2020-02-02,S08000025,45 - 64,All,6,5.5,9.1
2020,1,2020-02-02,S08000025,65 - 74,All,9,4,125
2020,1,2020-02-02,S08000025,75 - 84,All,11,12,-8.3
2020,1,2020-02-02,S08000025,85 and over,All,8,9,-11.1
2020,1,2020-02-02,S08000025,All ages,All,47,44,6.8
2020,1,2020-02-02,S08000025,All ages,Female,29,17,70.6
2020,1,2020-02-02,S08000025,All ages,Male,17,22,-22.7
2020,1,2020-02-02,S08000026,15 - 44,All,8,5.5,45.5
2020,1,2020-02-02,S08000026,45 - 64,All,6,12.5,-52
2020,1,2020-02-02,S08000026,65 - 74,All,9,8,12.5
2020,1,2020-02-02,S08000026,75 - 84,All,8,8,0
2020,1,2020-02-02,S08000026,85 and over,All,6,5.5,9.1
2020,1,2020-02-02,S08000026,All ages,All,42,44,-4.5
2020,1,2020-02-02,S08000026,All ages,Female,19,18,5.6
2020,1,2020-02-02,S08000026,All ages,Male,17,21,-19
2020,1,2020-02-02,S08000028,15 - 44,All,9,6.5,38.5
2020,1,2020-02-02,S08000028,45 - 64,All,12,19.5,-38.5
2020,1,2020-02-02,S08000028,65 - 74,All,18,14,28.6
2020,1,2020-02-02,S08000028,75 - 84,All,29,22,31.8
2020,1,2020-02-02,S08000028,85 and over,All,9,18,-50
2020,1,2020-02-02,S08000028,All ages,All,83,92,-9.8
2020,1,2020-02-02,S08000028,All ages,Female,45,45,0
2020,1,2020-02-02,S08000028,All ages,Male,29,39,-25.6
2020,1,2020-02-02,S08000029,Under 5,All,30,33,-9.1
2020,1,2020-02-02,S08000029,5 - 14,All,21,16,31.2
2020,1,2020-02-02,S08000029,15 - 44,All,160,200.5,-20.2
2020,1,2020-02-02,S08000029,45 - 64,All,158,190,-16.8
2020,1,2020-02-02,S08000029,65 - 74,All,136,130,4.6
2020,1,2020-02-02,S08000029,75 - 84,All,168,167,0.6
2020,1,2020-02-02,S08000029,85 and over,All,144,127,13.4
2020,1,2020-02-02,S08000029,All ages,All,843,896,-5.9
2020,1,2020-02-02,S08000029,All ages,Female,432,413,4.6
2020,1,2020-02-02,S08000029,All ages,Male,361,424,-14.9
2020,1,2020-02-02,S08000030,Under 5,All,29,29,0
2020,1,2020-02-02,S08000030,5 - 14,All,17,11,54.5
2020,1,2020-02-02,S08000030,15 - 44,All,212,188.5,12.5
2020,1,2020-02-02,S08000030,45 - 64,All,207,196,5.6
2020,1,2020-02-02,S08000030,65 - 74,All,155,134,15.7
2020,1,2020-02-02,S08000030,75 - 84,All,179,184,-2.7
2020,1,2020-02-02,S08000030,85 and over,All,149,153,-2.6
2020,1,2020-02-02,S08000030,All ages,All,984,926.5,6.2
2020,1,2020-02-02,S08000030,All ages,Female,452,435,3.9
2020,1,2020-02-02,S08000030,All ages,Male,466,436,6.9
2020,1,2020-02-02,S08000031,Under 5,All,68,83,-18.1
2020,1,2020-02-02,S08000031,5 - 14,All,30,63,-52.4
2020,1,2020-02-02,S08000031,15 - 44,All,548,642,-14.6
2020,1,2020-02-02,S08000031,45 - 64,All,629,672.5,-6.5
2020,1,2020-02-02,S08000031,65 - 74,All,383,389.5,-1.7
2020,1,2020-02-02,S08000031,75 - 84,All,453,508.5,-10.9
2020,1,2020-02-02,S08000031,85 and over,All,351,360.5,-2.6
2020,1,2020-02-02,S08000031,All ages,All,2604,2877.5,-9.5
2020,1,2020-02-02,S08000031,All ages,Female,1250,1340.5,-6.8
2020,1,2020-02-02,S08000031,All ages,Male,1129,1275.5,-11.5
2020,1,2020-02-02,S08000032,Under 5,All,53,51,3.9
2020,1,2020-02-02,S08000032,5 - 14,All,35,33.5,4.5
2020,1,2020-02-02,S08000032,15 - 44,All,270,315,-14.3
2020,1,2020-02-02,S08000032,45 - 64,All,389,331.5,17.3
2020,1,2020-02-02,S08000032,65 - 74,All,204,246,-17.1
2020,1,2020-02-02,S08000032,75 - 84,All,292,274.5,6.4
2020,1,2020-02-02,S08000032,85 and over,All,169,188,-10.1
2020,1,2020-02-02,S08000032,All ages,All,1464,1499.5,-2.4
2020,1,2020-02-02,S08000032,All ages,Female,745,720.5,3.4
2020,1,2020-02-02,S08000032,All ages,Male,632,684.5,-7.7
2020,1,2020-02-02,S92000003,Under 5,All,381,422.5,-9.8
2020,1,2020-02-02,S92000003,5 - 14,All,226,271,-16.6
2020,1,2020-02-02,S92000003,15 - 44,All,2429,2634,-7.8
2020,1,2020-02-02,S92000003,45 - 64,All,2609,2744,-4.9
2020,1,2020-02-02,S92000003,65 - 74,All,1825,1816.5,0.5
2020,1,2020-02-02,S92000003,75 - 84,All,2287,2366,-3.3
2020,1,2020-02-02,S92000003,85 and over,All,1750,1740,0.6
2020,1,2020-02-02,S92000003,All ages,All,12070,12588,-4.1
2020,1,2020-02-02,S92000003,All ages,Female,5879,5932,-0.9
2020,1,2020-02-02,S92000003,All ages,Male,5257,5637.5,-6.7
2020,1,2020-02-09,S08000015,Under 5,All,24,26.5,-9.4
2020,1,2020-02-09,S08000015,5 - 14,All,17,20,-15
2020,1,2020-02-09,S08000015,15 - 44,All,174,203,-14.3
2020,1,2020-02-09,S08000015,45 - 64,All,203,207,-1.9
2020,1,2020-02-09,S08000015,65 - 74,All,163,149,9.4
2020,1,2020-02-09,S08000015,75 - 84,All,185,202,-8.4
2020,1,2020-02-09,S08000015,85 and over,All,139,153.5,-9.4
2020,1,2020-02-09,S08000015,All ages,All,944,998.5,-5.5
2020,1,2020-02-09,S08000015,All ages,Female,451,497,-9.3
2020,1,2020-02-09,S08000015,All ages,Male,421,435.5,-3.3
2020,1,2020-02-09,S08000016,Under 5,All,6,7,-14.3
2020,1,2020-02-09,S08000016,15 - 44,All,50,48.5,3.1
2020,1,2020-02-09,S08000016,45 - 64,All,62,61.5,0.8
2020,1,2020-02-09,S08000016,65 - 74,All,50,54.5,-8.3
2020,1,2020-02-09,S08000016,75 - 84,All,65,62.5,4
2020,1,2020-02-09,S08000016,85 and over,All,60,61,-1.6
2020,1,2020-02-09,S08000016,All ages,All,301,310,-2.9
2020,1,2020-02-09,S08000016,All ages,Female,140,156.5,-10.5
2020,1,2020-02-09,S08000016,All ages,Male,142,137,3.6
2020,1,2020-02-09,S08000017,Under 5,All,8,10,-20
2020,1,2020-02-09,S08000017,15 - 44,All,64,49.5,29.3
2020,1,2020-02-09,S08000017,45 - 64,All,65,79.5,-18.2
2020,1,2020-02-09,S08000017,65 - 74,All,57,63.5,-10.2
2020,1,2020-02-09,S08000017,75 - 84,All,81,77.5,4.5
2020,1,2020-02-09,S08000017,85 and over,All,85,57,49.1
2020,1,2020-02-09,S08000017,All ages,All,379,360,5.3
2020,1,2020-02-09,S08000017,All ages,Female,184,171.5,7.3
2020,1,2020-02-09,S08000017,All ages,Male,161,164.5,-2.1
2020,1,2020-02-09,S08000019,Under 5,All,22,28,-21.4
2020,1,2020-02-09,S08000019,5 - 14,All,8,12.5,-36
2020,1,2020-02-09,S08000019,15 - 44,All,133,140.5,-5.3
2020,1,2020-02-09,S08000019,45 - 64,All,135,150.5,-10.3
2020,1,2020-02-09,S08000019,65 - 74,All,97,93.5,3.7
2020,1,2020-02-09,S08000019,75 - 84,All,114,117.5,-3
2020,1,2020-02-09,S08000019,85 and over,All,75,69.5,7.9
2020,1,2020-02-09,S08000019,All ages,All,605,647,-6.5
2020,1,2020-02-09,S08000019,All ages,Female,294,286.5,2.6
2020,1,2020-02-09,S08000019,All ages,Male,276,302.5,-8.8
2020,1,2020-02-09,S08000020,Under 5,All,47,40,17.5
2020,1,2020-02-09,S08000020,5 - 14,All,25,21.5,16.3
2020,1,2020-02-09,S08000020,15 - 44,All,253,239,5.9
2020,1,2020-02-09,S08000020,45 - 64,All,220,262,-16
2020,1,2020-02-09,S08000020,65 - 74,All,185,181.5,1.9
2020,1,2020-02-09,S08000020,75 - 84,All,207,224,-7.6
2020,1,2020-02-09,S08000020,85 and over,All,200,179.5,11.4
2020,1,2020-02-09,S08000020,All ages,All,1186,1199.5,-1.1
2020,1,2020-02-09,S08000020,All ages,Female,578,554.5,4.2
2020,1,2020-02-09,S08000020,All ages,Male,518,542.5,-4.5
2020,1,2020-02-09,S08000022,Under 5,All,17,30,-43.3
2020,1,2020-02-09,S08000022,5 - 14,All,22,18,22.2
2020,1,2020-02-09,S08000022,15 - 44,All,130,133.5,-2.6
2020,1,2020-02-09,S08000022,45 - 64,All,139,166.5,-16.5
2020,1,2020-02-09,S08000022,65 - 74,All,103,134,-23.1
2020,1,2020-02-09,S08000022,75 - 84,All,140,157.5,-11.1
2020,1,2020-02-09,S08000022,85 and over,All,119,136.5,-12.8
2020,1,2020-02-09,S08000022,All ages,All,701,823,-14.8
2020,1,2020-02-09,S08000022,All ages,Female,340,384.5,-11.6
2020,1,2020-02-09,S08000022,All ages,Male,289,362.5,-20.3
2020,1,2020-02-09,S08000024,Under 5,All,58,71.5,-18.9
2020,1,2020-02-09,S08000024,5 - 14,All,23,41,-43.9
2020,1,2020-02-09,S08000024,15 - 44,All,395,437.5,-9.7
2020,1,2020-02-09,S08000024,45 - 64,All,404,417,-3.1
2020,1,2020-02-09,S08000024,65 - 74,All,238,230,3.5
2020,1,2020-02-09,S08000024,75 - 84,All,254,292,-13
2020,1,2020-02-09,S08000024,85 and over,All,211,219.5,-3.9
2020,1,2020-02-09,S08000024,All ages,All,1699,1801,-5.7
2020,1,2020-02-09,S08000024,All ages,Female,771,850.5,-9.3
2020,1,2020-02-09,S08000024,All ages,Male,727,788.5,-7.8
2020,1,2020-02-09,S08000025,Under 5,All,5,0.5,900
2020,1,2020-02-09,S08000025,15 - 44,All,10,7.5,33.3
2020,1,2020-02-09,S08000025,45 - 64,All,9,9,0
2020,1,2020-02-09,S08000025,75 - 84,All,15,12.5,20
2020,1,2020-02-09,S08000025,85 and over,All,12,8.5,41.2
2020,1,2020-02-09,S08000025,All ages,All,55,44.5,23.6
2020,1,2020-02-09,S08000025,All ages,Female,37,22,68.2
2020,1,2020-02-09,S08000025,All ages,Male,16,19,-15.8
2020,1,2020-02-09,S08000026,15 - 44,All,6,6.5,-7.7
2020,1,2020-02-09,S08000026,65 - 74,All,12,4,200
2020,1,2020-02-09,S08000026,75 - 84,All,12,7,71.4
2020,1,2020-02-09,S08000026,85 and over,All,9,7,28.6
2020,1,2020-02-09,S08000026,All ages,All,45,41,9.8
2020,1,2020-02-09,S08000026,All ages,Female,23,14.5,58.6
2020,1,2020-02-09,S08000026,All ages,Male,20,18.5,8.1
2020,1,2020-02-09,S08000028,15 - 44,All,7,7,0
2020,1,2020-02-09,S08000028,45 - 64,All,16,14.5,10.3
2020,1,2020-02-09,S08000028,65 - 74,All,16,14.5,10.3
2020,1,2020-02-09,S08000028,75 - 84,All,25,21,19
2020,1,2020-02-09,S08000028,85 and over,All,17,15,13.3
2020,1,2020-02-09,S08000028,All ages,All,85,75.5,12.6
2020,1,2020-02-09,S08000028,All ages,Female,44,36.5,20.5
2020,1,2020-02-09,S08000028,All ages,Male,36,32,12.5
2020,1,2020-02-09,S08000029,Under 5,All,22,30,-26.7
2020,1,2020-02-09,S08000029,5 - 14,All,17,15.5,9.7
2020,1,2020-02-09,S08000029,15 - 44,All,165,183.5,-10.1
2020,1,2020-02-09,S08000029,45 - 64,All,192,179,7.3
2020,1,2020-02-09,S08000029,65 - 74,All,117,141,-17
2020,1,2020-02-09,S08000029,75 - 84,All,158,160,-1.2
2020,1,2020-02-09,S08000029,85 and over,All,141,114,23.7
2020,1,2020-02-09,S08000029,All ages,All,837,855.5,-2.2
2020,1,2020-02-09,S08000029,All ages,Female,432,428,0.9
2020,1,2020-02-09,S08000029,All ages,Male,354,371.5,-4.7
2020,1,2020-02-09,S08000030,Under 5,All,31,29,6.9
2020,1,2020-02-09,S08000030,5 - 14,All,17,19.5,-12.8
2020,1,2020-02-09,S08000030,15 - 44,All,215,191.5,12.3
2020,1,2020-02-09,S08000030,45 - 64,All,177,182.5,-3
2020,1,2020-02-09,S08000030,65 - 74,All,148,156.5,-5.4
2020,1,2020-02-09,S08000030,75 - 84,All,193,198,-2.5
2020,1,2020-02-09,S08000030,85 and over,All,155,140.5,10.3
2020,1,2020-02-09,S08000030,All ages,All,976,950.5,2.7
2020,1,2020-02-09,S08000030,All ages,Female,455,459,-0.9
2020,1,2020-02-09,S08000030,All ages,Male,453,431,5.1
2020,1,2020-02-09,S08000031,Under 5,All,85,86.5,-1.7
2020,1,2020-02-09,S08000031,5 - 14,All,39,53,-26.4
2020,1,2020-02-09,S08000031,15 - 44,All,565,596,-5.2
2020,1,2020-02-09,S08000031,45 - 64,All,599,678.5,-11.7
2020,1,2020-02-09,S08000031,65 - 74,All,381,424,-10.1
2020,1,2020-02-09,S08000031,75 - 84,All,495,503,-1.6
2020,1,2020-02-09,S08000031,85 and over,All,307,338,-9.2
2020,1,2020-02-09,S08000031,All ages,All,2636,2841.5,-7.2
2020,1,2020-02-09,S08000031,All ages,Female,1195,1351.5,-11.6
